,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe,track_uri,artist_uri,genres
0,Miley Cyrus,Flowers,Flowers,0yLdNVWF3Srea0uzk55zFn,0.707,0.681,0,-4.325,1,0.0668,5.15e-06,0.0322,0.646,117.999,200455,4,0.0632,98,1/13/23,upbeat,0yLdNVWF3Srea0uzk55zFn,5YGY8feqx7naU7z4HrwZM6,pop
1,Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.000669,0.114,0.802,106.999,239318,4,0.382,95,8/25/22,upbeat,0WtM2NBVQNNJLh6scP13H8,46pWGuE3dSwY3bMMXGBvVS,afrobeats
2,Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.000669,0.114,0.802,106.999,239318,4,0.382,95,8/25/22,upbeat,0WtM2NBVQNNJLh6scP13H8,46pWGuE3dSwY3bMMXGBvVS,nigerian pop
3,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,0.00383,94,8/26/22,upbeat,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai,big room
4,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,0.00383,94,8/26/22,upbeat,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai,dance pop
5,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,0.00383,94,8/26/22,upbeat,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai,edm
6,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,0.00383,94,8/26/22,upbeat,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai,pop
7,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4,0.00383,94,8/26/22,upbeat,4uUG5RXrOk84mYEfFvj3cK,1Cs0zKBU1kc0i8ypK3B9ai,pop dance
8,Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0.0,0.202,0.342,101.19,176440,3,0.777,93,4/22/22,upbeat,1Y3LN4zO1Edc2EluIoSPJN,5XKFrudbV4IiuE5WuTPRmT,gen z singer-songwriter
9,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4,0.0826,93,5/13/22,upbeat,4h9wh7iOZ0GGn8QVp4RAOB,5Pwc4xIPtQLFEnJriah9YJ,piano rock
10,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4,0.0826,93,5/13/22,upbeat,4h9wh7iOZ0GGn8QVp4RAOB,5Pwc4xIPtQLFEnJriah9YJ,pop
11,Harry Styles,As It Was,As It Was,4LRPiXqCikLlN15c3yImP7,0.52,0.731,6,-5.338,0,0.0557,0.00101,0.311,0.662,173.93,167303,4,0.342,92,3/31/22,upbeat,4LRPiXqCikLlN15c3yImP7,6KImCVD70vtIoJWnq6nGn3,pop
12,Ruth B.,Safe Haven,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0,0.0864,0.454,116.959,233720,3,0.0157,90,5/5/17,upbeat,2eAvDnpXP5W0cVtiI0PUxV,2WzaAvm2bBCf4pEhyuDgCY,alt z
13,Ruth B.,Safe Haven,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0,0.0864,0.454,116.959,233720,3,0.0157,90,5/5/17,upbeat,2eAvDnpXP5W0cVtiI0PUxV,2WzaAvm2bBCf4pEhyuDgCY,canadian contemporary r&b
14,Ruth B.,Safe Haven,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0,0.0864,0.454,116.959,233720,3,0.0157,90,5/5/17,upbeat,2eAvDnpXP5W0cVtiI0PUxV,2WzaAvm2bBCf4pEhyuDgCY,canadian pop
15,Ruth B.,Safe Haven,Dandelions,2eAvDnpXP5W0cVtiI0PUxV,0.609,0.692,1,-2.958,1,0.0259,0.0,0.0864,0.454,116.959,233720,3,0.0157,90,5/5/17,upbeat,2eAvDnpXP5W0cVtiI0PUxV,2WzaAvm2bBCf4pEhyuDgCY,pop
16,Rosa Linn,SNAP,SNAP,76OGwb5RA9h4FxQPT33ekc,0.565,0.636,0,-8.198,1,0.0638,9.9e-06,0.447,0.525,170.01,179551,4,0.107,90,3/19/22,upbeat,76OGwb5RA9h4FxQPT33ekc,46xBNx0j6cwY6sD9LgMTm1,alt z
17,Meghan Trainor,Takin' It Back,Made You Look,0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10,-3.562,1,0.0665,1.92e-06,0.0771,0.884,144.981,134256,4,0.345,90,10/21/22,upbeat,0QHEIqNKsMoOY5urbzN48u,6JL8zeS1NmiOftqZTRgdTz,hip pop
18,Meghan Trainor,Takin' It Back,Made You Look,0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10,-3.562,1,0.0665,1.92e-06,0.0771,0.884,144.981,134256,4,0.345,90,10/21/22,upbeat,0QHEIqNKsMoOY5urbzN48u,6JL8zeS1NmiOftqZTRgdTz,pop
19,Sabrina Carpenter,emails i can't send,Nonsense,6dgUya35uo964z7GZXM07g,0.74,0.697,8,-4.912,1,0.034,0.0,0.224,0.732,138.992,163648,4,0.0268,89,7/15/22,upbeat,6dgUya35uo964z7GZXM07g,74KM79TiuVKeVCqs8QtB0B,pop
20,Glass Animals,Dreamland,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,0.44,89,8/7/20,upbeat,3USxtqRwSYz57Ewm6wWRMp,4yvcSjfu4PC0CYQyLy4wSq,gauze pop
21,Glass Animals,Dreamland,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,0.44,89,8/7/20,upbeat,3USxtqRwSYz57Ewm6wWRMp,4yvcSjfu4PC0CYQyLy4wSq,indietronica
22,Glass Animals,Dreamland,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,0.44,89,8/7/20,upbeat,3USxtqRwSYz57Ewm6wWRMp,4yvcSjfu4PC0CYQyLy4wSq,modern rock
23,Glass Animals,Dreamland,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,0.44,89,8/7/20,upbeat,3USxtqRwSYz57Ewm6wWRMp,4yvcSjfu4PC0CYQyLy4wSq,pov: indie
24,Glass Animals,Dreamland,Heat Waves,3USxtqRwSYz57Ewm6wWRMp,0.761,0.525,11,-6.9,1,0.0944,6.7e-06,0.0921,0.531,80.87,238805,4,0.44,89,8/7/20,upbeat,3USxtqRwSYz57Ewm6wWRMp,4yvcSjfu4PC0CYQyLy4wSq,shiver pop
25,Taylor Swift,Midnights,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,0.733,0.436,10,-10.489,1,0.08,0.000573,0.157,0.0976,96.985,202396,4,0.258,89,10/21/22,upbeat,5jQI2r1RdgtuT8S3iG8zFC,06HL4z0CvFAxyc27GXpf02,pop
26,Nicky Youre,Sunroof,Sunroof,4h4QlmocP3IuwYEj2j14p8,0.768,0.714,10,-5.11,1,0.0401,0.0,0.15,0.842,131.443,163026,4,0.352,88,12/3/21,upbeat,4h4QlmocP3IuwYEj2j14p8,7qmpXeNz2ojlMl2EEfkeLs,
27,Mae Stephens,If We Ever Broke Up,If We Ever Broke Up,6maTPqynTmrkWIralgGaoP,0.898,0.732,7,-3.982,1,0.0427,1.29e-05,0.0908,0.96,115.955,142759,4,0.621,88,2/10/23,upbeat,6maTPqynTmrkWIralgGaoP,311uEW9rt5g2NmzjGEKS2E,
28,Harry Styles,Fine Line,Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0,-4.209,1,0.0465,0.0,0.335,0.557,95.39,174000,4,0.122,89,12/13/19,upbeat,6UelLqGlWMcVH1E5c4H7lY,6KImCVD70vtIoJWnq6nGn3,pop
29,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.0,0.121,0.472,100.964,192841,4,0.121,87,6/3/22,upbeat,0O6u0VJ46W86TxN9wgyqDj,246dkjvS1zLTtiykXe5h60,dfw rap
30,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.0,0.121,0.472,100.964,192841,4,0.121,87,6/3/22,upbeat,0O6u0VJ46W86TxN9wgyqDj,246dkjvS1zLTtiykXe5h60,melodic rap
31,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.0,0.121,0.472,100.964,192841,4,0.121,87,6/3/22,upbeat,0O6u0VJ46W86TxN9wgyqDj,246dkjvS1zLTtiykXe5h60,pop
32,Post Malone,Twelve Carat Toothache,I Like You (A Happier Song) (with Doja Cat),0O6u0VJ46W86TxN9wgyqDj,0.733,0.67,5,-6.009,1,0.0751,0.0,0.121,0.472,100.964,192841,4,0.121,87,6/3/22,upbeat,0O6u0VJ46W86TxN9wgyqDj,246dkjvS1zLTtiykXe5h60,rap
33,Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,0.281,87,10/29/21,upbeat,50nfwKoDiSYg8zOCREWAm5,6eUKZXaKkcviH0Ku9w2n3V,pop
34,Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,0.281,87,10/29/21,upbeat,50nfwKoDiSYg8zOCREWAm5,6eUKZXaKkcviH0Ku9w2n3V,uk pop
35,Lost Frequencies,Where Are You Now,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4,0.515,87,7/30/21,upbeat,3uUuGVFu1V7jTQL60S1r8z,7f5Zgnp2spUuuzKplmRkt7,belgian edm
36,Lost Frequencies,Where Are You Now,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4,0.515,87,7/30/21,upbeat,3uUuGVFu1V7jTQL60S1r8z,7f5Zgnp2spUuuzKplmRkt7,edm
37,Lost Frequencies,Where Are You Now,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4,0.515,87,7/30/21,upbeat,3uUuGVFu1V7jTQL60S1r8z,7f5Zgnp2spUuuzKplmRkt7,pop dance
38,Lost Frequencies,Where Are You Now,Where Are You Now,3uUuGVFu1V7jTQL60S1r8z,0.671,0.636,6,-8.117,0,0.103,0.000411,0.172,0.262,120.966,148197,4,0.515,87,7/30/21,upbeat,3uUuGVFu1V7jTQL60S1r8z,7f5Zgnp2spUuuzKplmRkt7,tropical house
39,Imagine Dragons,Mercury - Acts 1 & 2,Bones,54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0,0.074,0.587,114.061,165265,4,0.0201,87,7/1/22,upbeat,54ipXppHLA8U4yqpOFTUhr,53XhwfbYqKCa1cC15pYq2q,modern rock
40,Imagine Dragons,Mercury - Acts 1 & 2,Bones,54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0,0.074,0.587,114.061,165265,4,0.0201,87,7/1/22,upbeat,54ipXppHLA8U4yqpOFTUhr,53XhwfbYqKCa1cC15pYq2q,pop
41,Imagine Dragons,Mercury - Acts 1 & 2,Bones,54ipXppHLA8U4yqpOFTUhr,0.772,0.75,5,-3.67,0,0.0455,0.0,0.074,0.587,114.061,165265,4,0.0201,87,7/1/22,upbeat,54ipXppHLA8U4yqpOFTUhr,53XhwfbYqKCa1cC15pYq2q,rock
42,The Kid LAROI,STAY (with Justin Bieber),STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,0.591,0.764,1,-5.484,1,0.0483,0.0,0.103,0.478,169.928,141806,4,0.0383,87,7/9/21,upbeat,5HCyWlXZPP0y6Gqq8TgA20,2tIP7SsRs7vjIcLrU85W8J,australian hip hop
43,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,4.19e-05,0.0952,0.942,116.032,202735,4,0.034,86,8/13/21,upbeat,6zSpb8dQRaw0M1dK8PBwQz,3PhoLpVuITZKcymswpck5b,glam rock
44,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,4.19e-05,0.0952,0.942,116.032,202735,4,0.034,86,8/13/21,upbeat,6zSpb8dQRaw0M1dK8PBwQz,3PhoLpVuITZKcymswpck5b,mellow gold
45,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,4.19e-05,0.0952,0.942,116.032,202735,4,0.034,86,8/13/21,upbeat,6zSpb8dQRaw0M1dK8PBwQz,3PhoLpVuITZKcymswpck5b,piano rock
46,Elton John,Cold Heart (PNAU Remix),Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.796,0.798,1,-6.312,1,0.0317,4.19e-05,0.0952,0.942,116.032,202735,4,0.034,86,8/13/21,upbeat,6zSpb8dQRaw0M1dK8PBwQz,3PhoLpVuITZKcymswpck5b,rock
47,Marshmello,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,4.41e-06,0.118,0.637,119.976,154983,4,0.00226,84,5/21/21,upbeat,4qu63nuBpdn0qHUHuObEj1,64KEffDW9EtZ1y2vBYgq8T,brostep
48,Marshmello,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,4.41e-06,0.118,0.637,119.976,154983,4,0.00226,84,5/21/21,upbeat,4qu63nuBpdn0qHUHuObEj1,64KEffDW9EtZ1y2vBYgq8T,edm
49,Marshmello,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,4.41e-06,0.118,0.637,119.976,154983,4,0.00226,84,5/21/21,upbeat,4qu63nuBpdn0qHUHuObEj1,64KEffDW9EtZ1y2vBYgq8T,pop
50,Marshmello,Leave Before You Love Me,Leave Before You Love Me (with Jonas Brothers),4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,4.41e-06,0.118,0.637,119.976,154983,4,0.00226,84,5/21/21,upbeat,4qu63nuBpdn0qHUHuObEj1,64KEffDW9EtZ1y2vBYgq8T,progressive electro house
51,Lil Nas X,MONTERO,THATS WHAT I WANT,0e8nrvls4Qqv5Rfa2UhqmO,0.737,0.846,1,-4.51,0,0.22,0.0,0.0486,0.546,87.981,143901,4,0.00614,84,9/17/21,upbeat,0e8nrvls4Qqv5Rfa2UhqmO,7jVv8c5Fj3E9VhNjxT4snq,lgbtq+ hip hop
52,Harry Styles,Harry's House,Late Night Talking,1qEmFfgcLObUfQm0j1W2CK,0.714,0.728,10,-4.595,1,0.0468,0.0,0.106,0.901,114.996,177955,4,0.298,88,5/20/22,upbeat,1qEmFfgcLObUfQm0j1W2CK,6KImCVD70vtIoJWnq6nGn3,pop
53,George Ezra,Gold Rush Kid,Green Green Grass,4N5s8lPTsjI9EGP7K4SXzB,0.685,0.738,8,-4.413,1,0.0595,0.0,0.128,0.8,112.972,167614,4,0.0695,83,6/10/22,upbeat,4N5s8lPTsjI9EGP7K4SXzB,2ysnwxxNtSgbb9t1m2Ur4j,folk-pop
54,George Ezra,Gold Rush Kid,Green Green Grass,4N5s8lPTsjI9EGP7K4SXzB,0.685,0.738,8,-4.413,1,0.0595,0.0,0.128,0.8,112.972,167614,4,0.0695,83,6/10/22,upbeat,4N5s8lPTsjI9EGP7K4SXzB,2ysnwxxNtSgbb9t1m2Ur4j,neo-singer-songwriter
55,Sia,This Is Acting (Deluxe Version),Unstoppable,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9,-4.839,1,0.0779,0.000373,0.101,0.26,173.799,217747,4,0.112,83,10/21/16,upbeat,1yvMUkIOTeUNtNWlWRgANS,5WUlDfRSoLAfcVSX1WnrxN,australian dance
56,Sia,This Is Acting (Deluxe Version),Unstoppable,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9,-4.839,1,0.0779,0.000373,0.101,0.26,173.799,217747,4,0.112,83,10/21/16,upbeat,1yvMUkIOTeUNtNWlWRgANS,5WUlDfRSoLAfcVSX1WnrxN,australian pop
57,Sia,This Is Acting (Deluxe Version),Unstoppable,1yvMUkIOTeUNtNWlWRgANS,0.468,0.779,9,-4.839,1,0.0779,0.000373,0.101,0.26,173.799,217747,4,0.112,83,10/21/16,upbeat,1yvMUkIOTeUNtNWlWRgANS,5WUlDfRSoLAfcVSX1WnrxN,pop
58,The Weeknd,Save Your Tears (Remix),Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,2.44e-05,0.0936,0.593,118.091,191014,4,0.0215,83,4/23/21,upbeat,37BZB0z9T8Xu7U3e65qxFy,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b
59,The Weeknd,Save Your Tears (Remix),Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,2.44e-05,0.0936,0.593,118.091,191014,4,0.0215,83,4/23/21,upbeat,37BZB0z9T8Xu7U3e65qxFy,1Xyo4u8uXC1ZmMpatF05PJ,canadian pop
60,The Weeknd,Save Your Tears (Remix),Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,2.44e-05,0.0936,0.593,118.091,191014,4,0.0215,83,4/23/21,upbeat,37BZB0z9T8Xu7U3e65qxFy,1Xyo4u8uXC1ZmMpatF05PJ,pop
61,Ed Sheeran,Celestial,Celestial,4zrKN5Sv8JS5mqnbVcsul7,0.574,0.852,2,-1.248,1,0.0397,0.0,0.161,0.501,123.038,209027,4,0.0529,83,9/29/22,upbeat,4zrKN5Sv8JS5mqnbVcsul7,6eUKZXaKkcviH0Ku9w2n3V,pop
62,Ed Sheeran,Celestial,Celestial,4zrKN5Sv8JS5mqnbVcsul7,0.574,0.852,2,-1.248,1,0.0397,0.0,0.161,0.501,123.038,209027,4,0.0529,83,9/29/22,upbeat,4zrKN5Sv8JS5mqnbVcsul7,6eUKZXaKkcviH0Ku9w2n3V,uk pop
63,P!nk,TRUSTFALL,TRUSTFALL,4FWbsd91QSvgr1dSWwW51e,0.636,0.888,8,-3.889,1,0.0945,0.000216,0.147,0.25,122.032,237200,4,0.00162,83,1/27/23,upbeat,4FWbsd91QSvgr1dSWwW51e,1KCSPY1glIKqW2TotWuXOR,dance pop
64,P!nk,TRUSTFALL,TRUSTFALL,4FWbsd91QSvgr1dSWwW51e,0.636,0.888,8,-3.889,1,0.0945,0.000216,0.147,0.25,122.032,237200,4,0.00162,83,1/27/23,upbeat,4FWbsd91QSvgr1dSWwW51e,1KCSPY1glIKqW2TotWuXOR,pop
65,Coldplay,My Universe,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.0,0.2,0.443,104.988,228000,4,0.00813,83,9/24/21,upbeat,3FeVmId7tL5YN8B7R3imoM,4gzpq5DPGxSnKTe4SA8HAU,permanent wave
66,Coldplay,My Universe,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0.0,0.2,0.443,104.988,228000,4,0.00813,83,9/24/21,upbeat,3FeVmId7tL5YN8B7R3imoM,4gzpq5DPGxSnKTe4SA8HAU,pop
67,Marshmello,Numb,Numb,10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.0127,0.101,0.632,119.966,155589,4,0.121,83,6/10/22,upbeat,10xV5l9nhLvFpR8mqzs0bL,64KEffDW9EtZ1y2vBYgq8T,brostep
68,Marshmello,Numb,Numb,10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.0127,0.101,0.632,119.966,155589,4,0.121,83,6/10/22,upbeat,10xV5l9nhLvFpR8mqzs0bL,64KEffDW9EtZ1y2vBYgq8T,edm
69,Marshmello,Numb,Numb,10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.0127,0.101,0.632,119.966,155589,4,0.121,83,6/10/22,upbeat,10xV5l9nhLvFpR8mqzs0bL,64KEffDW9EtZ1y2vBYgq8T,pop
70,Marshmello,Numb,Numb,10xV5l9nhLvFpR8mqzs0bL,0.912,0.774,0,-4.673,0,0.0455,0.0127,0.101,0.632,119.966,155589,4,0.121,83,6/10/22,upbeat,10xV5l9nhLvFpR8mqzs0bL,64KEffDW9EtZ1y2vBYgq8T,progressive electro house
71,Sam Smith,Gloria,I'm Not Here To Make Friends,3i0FkJYlU4MFfYkjFHXXAM,0.698,0.895,0,-4.439,1,0.0628,1.45e-05,0.409,0.838,114.914,229605,4,0.172,82,1/27/23,upbeat,3i0FkJYlU4MFfYkjFHXXAM,2wY79sveU1sp5g7SokKOiI,pop
72,Sam Smith,Gloria,I'm Not Here To Make Friends,3i0FkJYlU4MFfYkjFHXXAM,0.698,0.895,0,-4.439,1,0.0628,1.45e-05,0.409,0.838,114.914,229605,4,0.172,82,1/27/23,upbeat,3i0FkJYlU4MFfYkjFHXXAM,2wY79sveU1sp5g7SokKOiI,uk pop
73,Lizzo,About Damn Time,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0,0.335,0.722,108.966,191822,4,0.0995,82,4/14/22,upbeat,1PckUlxKqWQs3RlWXVBLw3,56oDRnqbIiwx4mymNEv7dS,escape room
74,Lizzo,About Damn Time,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0,0.335,0.722,108.966,191822,4,0.0995,82,4/14/22,upbeat,1PckUlxKqWQs3RlWXVBLw3,56oDRnqbIiwx4mymNEv7dS,minnesota hip hop
75,Lizzo,About Damn Time,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0,0.335,0.722,108.966,191822,4,0.0995,82,4/14/22,upbeat,1PckUlxKqWQs3RlWXVBLw3,56oDRnqbIiwx4mymNEv7dS,pop
76,Lizzo,About Damn Time,About Damn Time,1PckUlxKqWQs3RlWXVBLw3,0.836,0.743,10,-6.305,0,0.0656,0.0,0.335,0.722,108.966,191822,4,0.0995,82,4/14/22,upbeat,1PckUlxKqWQs3RlWXVBLw3,56oDRnqbIiwx4mymNEv7dS,trap queen
77,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,0.881,0.592,2,-4.898,1,0.0324,1.32e-05,0.0901,0.719,101.058,154487,4,0.619,82,6/24/22,upbeat,0mBP9X2gPCuapvpZ7TGDk3,6VuMaDnrHyPL1p4EHjYLi7,pop
78,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),0mBP9X2gPCuapvpZ7TGDk3,0.881,0.592,2,-4.898,1,0.0324,1.32e-05,0.0901,0.719,101.058,154487,4,0.619,82,6/24/22,upbeat,0mBP9X2gPCuapvpZ7TGDk3,6VuMaDnrHyPL1p4EHjYLi7,viral pop
79,OneRepublic,Sunshine,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.0,0.28,0.774,140.069,163855,4,0.137,82,11/10/21,upbeat,5r43qanLhUCdBj8HN3fa6B,5Pwc4xIPtQLFEnJriah9YJ,piano rock
80,OneRepublic,Sunshine,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.0,0.28,0.774,140.069,163855,4,0.137,82,11/10/21,upbeat,5r43qanLhUCdBj8HN3fa6B,5Pwc4xIPtQLFEnJriah9YJ,pop
81,BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00137,0.26,0.518,120.041,218107,4,0.00543,82,10/16/15,upbeat,2GiJYvgVaD2HtM8GqD9EgQ,1KP6TWI40m7p3QBTU6u2xo,indie poptimism
82,BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00137,0.26,0.518,120.041,218107,4,0.00543,82,10/16/15,upbeat,2GiJYvgVaD2HtM8GqD9EgQ,1KP6TWI40m7p3QBTU6u2xo,indietronica
83,BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00137,0.26,0.518,120.041,218107,4,0.00543,82,10/16/15,upbeat,2GiJYvgVaD2HtM8GqD9EgQ,1KP6TWI40m7p3QBTU6u2xo,modern alternative rock
84,BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00137,0.26,0.518,120.041,218107,4,0.00543,82,10/16/15,upbeat,2GiJYvgVaD2HtM8GqD9EgQ,1KP6TWI40m7p3QBTU6u2xo,modern rock
85,BØRNS,Dopamine,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00137,0.26,0.518,120.041,218107,4,0.00543,82,10/16/15,upbeat,2GiJYvgVaD2HtM8GqD9EgQ,1KP6TWI40m7p3QBTU6u2xo,pov: indie
