,track_uri,popularity,danceability,energy,loudness,valence,acousticness,speechiness,instrumentalness,tempo,genres,artist_uri
0,4rPJSqrov3zqGwXlemLBMw,77,0.435,0.768,-5.352,0.378,0.0857,0.201,0.000231,107.588,"['uk contemporary r&b', 'uk pop']",5KKpBU5eC2tJDzf0wmlRp2
1,69EwGs863aPS8olgCWtZ8J,41,0.632,0.349,-11.491,0.299,0.597,0.0309,0.0,148.009,"['v-pop', 'vietnamese singer-songwriter']",0l3YAI1xmZKCZBzduST5ft
2,2sOj9vyd6yiss9W1IK6chU,66,0.42,0.725,-4.262,0.186,0.092,0.223,0.0,77.941,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap']",0QHgL1lAIqAw0HtD7YldmP
3,0F2gUQwJsy8iCfYv3uDgCp,0,0.6,0.326,-9.091,0.214,0.843,0.0281,0.0,84.996,['viet lo-fi'],15BdWDB7smcW5zPsl26u44
4,1SGt65i9AnXYdDQt1AtDRH,67,0.773,0.595,-6.062,0.338,0.114,0.161,2.47e-06,123.968,"['hip hop', 'rap', 'slap house']",0Y5tJX1MQlPlqiwlOH1tJY
5,63qZf6349d3ngku9hrzLac,46,0.572,0.513,-6.078,0.528,0.148,0.0358,1.41e-06,116.397,['v-pop'],6CGGvCBHWqQ4HXtn5aLhbh
6,2dHHgzDwk4BJdRwy9uXhTO,96,0.715,0.62,-6.005,0.172,0.417,0.0484,0.0,97.95,"['hip hop', 'rap', 'trap']",0iEtIxbK0KxaSlF7G42ZOp
7,7hzVxbVA6Y5t9YDzpSgdRS,52,0.624,0.567,-5.232,0.386,0.48,0.0289,0.0,102.054,['v-pop'],1L1VfizWn4DkFt602yD80U
8,1xoadYaxtOp9gHDwgmPDuz,63,0.624,0.604,-5.438,0.354,0.784,0.0619,0.00869,136.077,['v-pop'],6EybZ5zwPNEtEngfrEMevN
9,22I3h5AOENlH4CqXJsEbFR,82,0.418,0.31,-9.869,0.131,0.095,0.0625,0.0,139.614,"['pop r&b', 'r&b']",0jUQSUOcM7lxVn5eVGTkzQ
10,3TSLqZssCoCdDlMhCJ08XW,64,0.68,0.584,-4.457,0.239,0.443,0.034,0.0,118.06,"['k-pop', 'k-pop boy group']",4Kxlr1PRlDKEB0ekOCyHgX
11,1Uj89dqT3gdnnKZnaOMWI8,51,0.578,0.382,-9.915,0.209,0.422,0.0505,0.000254,179.799,['v-pop'],6LrBtADUmDoLlcTrg448Qt
12,7yt7lA03ysN7SDTRX9oblN,37,0.432,0.514,-4.994,0.291,0.726,0.0326,0.0,135.693,['v-pop'],1G2yxRuuHv9mev4EHZzbXw
13,6AWe04n4zsYkGKb3Pf7LMk,45,0.39,0.397,-9.963,0.246,0.287,0.0513,0.0,144.031,"['classic rock', 'glam rock', 'rock']",1dfeR4HaWDbWqFHLkxsg1d
14,7A2eDNBgJrEVE87C8pOMqN,0,0.381,0.594,-5.97,0.273,0.348,0.0486,0.0,143.86,"['british soul', 'pop', 'pop soul', 'uk pop']",4dpARuHxo51G3z768sgnrY
15,2OawRn0NvWkStuemgdae4i,0,0.885,0.477,-9.196,0.691,0.000131,0.0664,0.000664,130.078,['atlanta bass'],4JbmXqez7WvTggoxn3UpVT
16,6NV8bM1StHDcWMoTVWix1J,54,0.732,0.462,-7.963,0.518,0.903,0.0363,0.0,121.061,['viral pop'],4zrB9WV6Z0iKKnGb1Pj0P2
17,3tZN1J8zIoLlzqQPlUkeyE,37,0.69,0.197,-8.643,0.424,0.885,0.0361,0.0,119.892,"['v-pop', 'vietnamese singer-songwriter']",6OzE2OdvV2tGAxSBsBuZ74
18,442j8VxaB60dWf9cBFuX5w,70,0.324,0.327,-7.494,0.334,0.825,0.0409,0.0,81.328,['pop'],66CXWjxzNUsdJxJ2JdwvnR
19,5VwSwu1zeiMGAjwe9nUmzZ,0,0.721,0.273,-7.617,0.181,0.733,0.028,0.0,105.846,"['british soul', 'pop', 'pop soul', 'uk pop']",4dpARuHxo51G3z768sgnrY
20,6VwBbL8CzPiC4QV66ay7oR,73,0.658,0.591,-5.197,0.326,0.00959,0.0309,5.27e-06,114.078,"['canadian contemporary r&b', 'canadian pop', 'pop']",1Xyo4u8uXC1ZmMpatF05PJ
21,3cJ520R7Pwav2xrQUHCcZo,55,0.584,0.539,-8.1,0.514,0.432,0.0611,2.82e-05,85.782,['korean r&b'],0u06YeydlBk3awnk5KgdBx
22,1PiBRzQzrPdOusFBkodfvt,0,0.78,0.404,-7.526,0.725,0.847,0.0308,0.000761,97.011,[],5QIhpiFVMtAGsnNiiMRGOw
23,4iTyf5pLZMOR8YrEZgSopo,55,0.884,0.492,-5.343,0.11,0.16,0.112,0.0,130.072,"['detroit hip hop', 'hip hop', 'rap']",7dGJo4pcD2V6oG8kP0tJRR
24,12B0Twa9kRz45Xw2PgXHJm,59,0.552,0.637,-6.568,0.333,0.464,0.0445,1.63e-05,97.97,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
25,1c0LbgYt51JeBUMAzofjkq,46,0.878,0.732,-6.092,0.777,0.548,0.115,1.44e-06,130.001,['vietnamese hip hop'],2OkxNsNz7QXCBwlME0fSsk
26,2xLMifQCjDGFmkHkpNLD9h,84,0.834,0.73,-3.714,0.446,0.00513,0.222,0.0,155.008,"['hip hop', 'rap', 'slap house']",0Y5tJX1MQlPlqiwlOH1tJY
27,6C7RJEIUDqKkJRZVWdkfkH,0,0.625,0.726,-7.731,0.483,0.00728,0.155,0.0,103.98,"['chicago rap', 'hip hop', 'rap']",5K4W6rqBFWDnAN6FQUkS6x
28,5I6y1KWmUoV5YCaIEcs1qs,0,0.571,0.172,-20.7,0.297,0.979,0.0318,0.275,90.972,"['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']",4MXUO7sVCaFgFjoTI5ox5c
29,17iGUekw5nFt5mIRJcUm3R,63,0.569,0.66,-5.268,0.497,0.0675,0.0358,0.0,155.907,"['v-pop', 'vietnamese melodic rap']",5dfZ5uSmzR7VQK0udbAVpf
30,5pY3ovFxbvAg7reGZjJQSp,0,0.641,0.176,-11.692,0.297,0.638,0.0349,5.14e-06,76.031,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
31,5v4sZRuvWDcisoOk1PFv6T,66,0.66,0.316,-11.567,0.543,0.529,0.0364,0.000294,91.207,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
32,0dw9IoWfjqlv5Bxg9mcGVi,0,0.666,0.618,-6.971,0.277,0.733,0.0316,1.55e-05,129.989,[],0748DjmEC5DZf229MuZXht
33,1wMALZpuqAy7amQsFBWQ8m,0,0.587,0.283,-5.473,0.343,0.882,0.0279,0.0,141.961,"['british soul', 'pop', 'pop soul', 'uk pop']",4dpARuHxo51G3z768sgnrY
34,2Jaaw8PrdUfPlU6o6tL5dl,51,0.652,0.332,-10.801,0.298,0.331,0.0293,0.0,113.904,"['indie viet', 'v-pop']",2xvW7dgL1640K8exTcRMS4
35,6fujklziTHa8uoM5OQSfIo,76,0.794,0.632,-6.163,0.355,0.142,0.0649,0.0,145.926,"['melodic rap', 'mississippi hip hop', 'rap', 'trap']",7iZtZyCzp3LItcw1wtPI3D
36,0Bk064jKjWtfdOD8UkcImR,51,0.544,0.307,-10.531,0.329,0.814,0.0263,0.0,149.877,"['indie viet', 'v-pop']",2xvW7dgL1640K8exTcRMS4
37,3yWacnoBnM0lrzLmXAk44d,51,0.49,0.485,-6.632,0.329,0.684,0.0359,0.0,170.063,['v-pop'],1L1VfizWn4DkFt602yD80U
38,2tUBqZG2AbRi7Q0BIrVrEj,83,0.709,0.824,-8.824,0.867,0.207,0.0453,0.000307,118.818,['dance pop'],6XpaIBNiVzIetEPCWDvAFP
39,7vs3JM90lKhp11av83WA5j,54,0.523,0.572,-6.834,0.306,0.356,0.0274,1.29e-06,106.943,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",2elBjNSdBE2Y3f0j1mjrql
40,0ARK753YaiJbpLUk7z5yIM,79,0.727,0.552,-8.074,0.607,0.227,0.14,0.000164,168.189,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",2gBjLmx6zQnFGQJCAQpRgw
41,1UvTPXlImVd4jcucK4qJwb,62,0.7,0.781,-8.255,0.385,0.0869,0.0507,0.00342,108.694,['soft rock'],1XE70WwxhnrXNAJYQQ9ygx
42,7t5m6zRwIEBxmPt8lNoPPi,0,0.38,0.481,-9.874,0.237,0.464,0.0567,0.0,105.36,"['canadian contemporary r&b', 'canadian pop', 'pop']",1Xyo4u8uXC1ZmMpatF05PJ
43,30XMamr641niyKOg3yV9B0,32,0.685,0.325,-9.908,0.167,0.761,0.0368,4.25e-05,159.991,"['indie viet', 'v-pop']",2xvW7dgL1640K8exTcRMS4
44,0wBfjdd1PyQsw3YeEFBrgT,0,0.649,0.626,-5.535,0.214,0.699,0.0541,0.0,94.847,"['indie viet', 'v-pop', 'vietnamese hip hop']",6zUWZmyi5MLOEynQ5wCI5f
45,3yfqSUWxFvZELEM4PmlwIR,88,0.949,0.661,-4.244,0.76,0.0302,0.0572,0.0,104.504,"['detroit hip hop', 'hip hop', 'rap']",7dGJo4pcD2V6oG8kP0tJRR
46,26KyYm1DSOiDJQNj7Sc4bM,0,0.416,0.332,-10.479,0.225,0.873,0.0535,0.0,182.905,"['v-pop', 'vietnamese singer-songwriter']",7lq25uVNvzRoAJgr4CYr8e
47,5qfZRNjt2TkHEL12r3sDEU,69,0.534,0.445,-9.155,0.136,0.456,0.0292,0.0684,146.107,"['permanent wave', 'pop']",4gzpq5DPGxSnKTe4SA8HAU
48,5HaKldnT9gWe70hr8bstmh,0,0.626,0.428,-8.746,0.309,0.802,0.0386,0.0,130.025,['v-pop'],5Cf9nBDNc99UFkq9Yqap7Q
49,3gdewACMIVMEWVbyb8O9sY,82,0.601,0.532,-9.119,0.341,0.432,0.0286,6.25e-06,136.571,"['glam rock', 'mellow gold', 'piano rock', 'rock']",3PhoLpVuITZKcymswpck5b
50,4A7EkKijzA4ryEoCRWJzdG,71,0.451,0.34,-7.466,0.221,0.763,0.031,2.49e-06,110.502,"['art pop', 'dance pop', 'pop']",1HY2Jd0NmPuamShAr6KMms
51,6TodWdTSDfzwgYynTZSvJn,68,0.409,0.678,-7.731,0.168,0.359,0.0878,4.76e-06,89.968,['asian american hip hop'],1AhjOkOLkbHUfcHDSErXQs
52,1lyNFzcCl9kXCof6GV32fV,52,0.617,0.439,-5.63,0.242,0.424,0.0269,0.0,139.979,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
53,1nk9moKBnrWMsXoHxnaeJd,54,0.708,0.432,-7.113,0.628,0.81,0.0556,5.98e-05,79.986,['korean pop'],0LigV2SSsRZaeX2htEFXV9
54,2J4DpqJCIuuM9WjtWHbjvd,63,0.298,0.295,-8.789,0.199,0.869,0.0318,0.0,171.361,"['boy band', 'pop']",2jnIB6XdLvnJUeNTy5A0J2
55,3xkxcbnc7G3XYuZt6eUnI5,52,0.503,0.955,-1.533,0.818,0.0265,0.381,0.0,173.521,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",3nFkdlSjzX9mRTtwJOzDYB
56,6n4U3TlzUGhdSFbUUhTvLP,76,0.907,0.633,-5.145,0.395,0.0876,0.184,2.6e-06,145.914,"['atl hip hop', 'hip hop', 'rap', 'trap']",6oMuImdp5ZcFhWP0ESe6mG
57,2AiZm17zqkV7llT3SHz4Nu,0,0.789,0.488,-5.662,0.29,0.32,0.297,0.0,159.986,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']",1LEtM3AleYg1xabW6CRkpi
58,1wl3u4FrzcuBv2LQ97Z6TQ,47,0.556,0.446,-8.328,0.307,0.537,0.03,0.0,96.043,[],5MmVJVhhYKQ86izuGHzJYA
59,49FYlytm3dAAraYgpoJZux,85,0.583,0.829,-4.603,0.575,0.00864,0.134,0.0,174.028,"['barbadian pop', 'pop', 'urban contemporary']",5pKCCKE2ajJHZ9KAiaK11H
60,5fFLotKS1286huYIMQHqz7,63,0.888,0.418,-9.812,0.531,0.665,0.0573,0.0,127.073,"['v-pop', 'vietnamese melodic rap']",5dfZ5uSmzR7VQK0udbAVpf
61,0zVEBZoLToUJygyfKg9GDS,0,0.473,0.295,-12.243,0.22,0.859,0.0313,2.39e-06,134.175,['v-pop'],23Gbd21nBxC1kCtcG2Cd0C
62,4h0zU3O9R5xzuTmNO7dNDU,73,0.71,0.0565,-15.099,0.348,0.965,0.0534,0.0,123.994,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']",2WzaAvm2bBCf4pEhyuDgCY
63,2PUQu6RlN3DDJOoJ26JW8u,0,0.543,0.407,-12.741,0.327,0.401,0.0389,0.000113,134.831,"['canadian contemporary r&b', 'canadian pop', 'pop']",1Xyo4u8uXC1ZmMpatF05PJ
64,3RJclnBV8g9mvHPtSzPf7c,56,0.694,0.719,-4.538,0.352,0.00131,0.0484,1.47e-05,129.961,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",2NdeV5rLm47xAvogXrYhJX
65,4xUnvfs5lN7hcgWwyXZA11,34,0.774,0.63,-7.807,0.77,0.349,0.286,0.0,140.033,['asian american hip hop'],1AhjOkOLkbHUfcHDSErXQs
66,5FVd6KXrgO9B3JPmC8OPst,88,0.548,0.532,-7.596,0.405,0.186,0.0323,0.000263,85.03,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",7Ln80lUS6He07XvHI8qqHH
67,3VOeGtJwJh2jslvQAFaaEn,0,0.811,0.276,-14.892,0.704,0.785,0.042,2.83e-06,95.021,"['v-pop', 'vietnamese singer-songwriter']",2xK6qcvfXuFFbU0NL95aeo
68,0Z2Fq6CZic1jR1YCbqolkY,23,0.501,0.429,-5.616,0.229,0.643,0.0292,0.0,131.701,['korean pop'],2G5VFTwwlZUulCbtPbc1nx
69,503OTo2dSqe7qk76rgsbep,84,0.816,0.775,-3.323,0.527,0.16,0.234,0.00031,93.431,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",6DPYiyq5kWVQS4RGwxzPC7
70,2vEQ9zBiwbAVXzS2SOxodY,0,0.643,0.801,-4.921,0.534,0.0298,0.0228,0.0,95.988,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",0kObWap02DEg9EAJ3PBxzf
71,014DA3BdnmD3kI5pBogH7c,62,0.781,0.608,-8.452,0.609,0.217,0.0408,3.63e-05,101.017,"['indie viet', 'v-pop']",2xvW7dgL1640K8exTcRMS4
72,2DQ11fiHhS2436z7Odek4o,0,0.585,0.497,-6.643,0.102,0.495,0.0264,0.0,120.309,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",165ZgPlLkK7bf5bDoFc6Sb
73,0F02KChKwbcQ3tk4q1YxLH,66,0.547,0.567,-7.295,0.399,0.276,0.0242,0.000548,137.13,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",2elBjNSdBE2Y3f0j1mjrql
74,1MiJk3dXC5jzhvLFP0dUM7,61,0.66,0.578,-8.591,0.19,0.45,0.0306,8.86e-05,127.092,"['indie viet', 'v-pop', 'vietnamese hip hop']",6zUWZmyi5MLOEynQ5wCI5f
75,0fWBFDRTIuk8ZgNdZqhCer,58,0.619,0.404,-8.333,0.566,0.0144,0.441,0.0,90.008,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",0c173mlxpT3dSFRgMO8XPh
76,5QD4S8vG6j7b73qyly52dP,0,0.647,0.488,-7.218,0.178,0.675,0.0401,0.0,102.979,['v-pop'],4x1fUORHa2EsxrQ6ZzAoQ0
77,11bD1JtSjlIgKgZG2134DZ,13,0.563,0.592,-4.571,0.136,0.209,0.0276,5.08e-05,104.016,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock']",3rIZMv9rysU7JkLzEaC5Jp
78,5hkAuvgkOrd4KpDOlCNsvW,63,0.677,0.727,-5.304,0.457,0.119,0.0328,0.0,149.986,[],5jTFNkoZebPnX90CbB3F2A
79,1F3mf3BPEXbAySPrWmDlux,49,0.875,0.449,-6.277,0.455,0.17,0.0481,6.47e-06,95.003,"['indie viet', 'v-pop']",6tWaQSIL7reD85PKStNk28
80,1bp2IO61zbQrbWNmKKxg3f,75,0.596,0.448,-9.616,0.796,0.365,0.0396,5.3e-06,83.293,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",6QtGlUje9TIkLrgPZrESuk
81,2uZ1QybKa1eErzMxAzJiJV,34,0.516,0.539,-6.453,0.311,0.234,0.0896,9.22e-05,123.936,['alt z'],4xnihxcoXWK3UqryOSnbw5
82,0CjrIEPmqIKnBHy99hun3v,0,0.659,0.364,-9.174,0.231,0.559,0.0317,0.0,129.776,"['contemporary r&b', 'quiet storm', 'r&b', 'urban contemporary']",6k0IBR0lU42s2GYpNX7kA9
83,6eaMGx3uW7rWCf5Gz6Lg5x,0,0.709,0.387,-6.293,0.332,0.826,0.0414,2.3e-05,123.956,['v-pop'],63SNH9m8M034lCGELVC1dm
84,6Hgh47WXVKtXN5zGOu0hjI,73,0.652,0.678,-6.183,0.28,0.183,0.0541,3.26e-05,72.989,"['pop', 'pop r&b']",6LuN9FCkKOj5PcnpouEgny
85,6uZya2oCjigBaM7uRhuGZ6,43,0.763,0.34,-11.699,0.514,0.819,0.0392,0.0,95.945,['v-pop'],6yzbDKj9tQCYUyhAvrDNHW
86,6TBJkXHPhu3EsMk1bshwuI,78,0.536,0.296,-7.451,0.151,0.892,0.0346,0.0,122.907,['k-pop'],7cVZApDoQZpS447nHTsNqu
87,66qlqxhEMpSHOzjRK4il0b,59,0.461,0.834,-4.868,0.471,0.0232,0.0989,1.14e-05,135.007,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
88,1xSYBj6IbFfCCcTFZP3NOY,0,0.587,0.426,-9.574,0.469,0.761,0.0382,0.0,79.967,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",3rjcQ5VIWCN4q7UFetzdeO
89,13HVjjWUZFaWilh2QUJKsP,71,0.546,0.311,-10.396,0.246,0.818,0.0288,1.65e-05,147.464,"['neo mellow', 'pop', 'uk pop']",4EzkuveR9pLvDVFNx6foYD
90,04x6DpeFQ72efXsD0DmWPQ,58,0.543,0.428,-8.966,0.173,0.14,0.0262,0.0,112.985,"['c-pop', 'mandopop', 'taiwan pop', 'zhongguo feng']",2elBjNSdBE2Y3f0j1mjrql
91,2Ch7LmS7r2Gy2kc64wv3Bz,87,0.582,0.525,-7.163,0.51,0.111,0.0627,0.0,133.249,"['canadian contemporary r&b', 'canadian pop', 'pop']",1Xyo4u8uXC1ZmMpatF05PJ
92,5nCthAh3jt4xKuLJAifAaR,73,0.722,0.757,-6.207,0.721,0.185,0.132,6.32e-06,140.094,['pop'],6jJ0s89eD6GaHleKKya26X
93,1D1nixOVWOxvNfWi0UD7VX,1,0.706,0.8,-6.333,0.629,0.00584,0.0399,0.0,100.011,"['dance pop', 'pop', 'post-teen pop']",7o95ZoZt5ZYn31e9z1Hc0a
94,1HNkqx9Ahdgi1Ixy2xkKkL,86,0.614,0.379,-10.48,0.201,0.607,0.0476,0.000464,107.989,"['pop', 'uk pop']",6eUKZXaKkcviH0Ku9w2n3V
95,1imMjt1YGNebtrtTAprKV7,66,0.659,0.667,-4.668,0.468,0.00173,0.0339,2.85e-05,115.982,"['dance pop', 'pop', 'uk pop']",6M2wZ9GZgrQXHCFfjv46we
96,2hcPE11xSLCNHt5PYidj5U,0,0.387,0.413,-8.95,0.249,0.162,0.0559,1.56e-05,173.73,"['british soul', 'electropop', 'neo soul', 'pop soul', 'uk pop']",5Mq7iqCWBzofK39FBqblNc
97,1RS3LStQYhju50eBdD9Uul,60,0.348,0.532,-5.882,0.148,0.592,0.0331,0.0,129.297,"['dance pop', 'pop', 'urban contemporary']",4iHNK0tOyZPYnBU7nGAgpQ
98,06Y6AQOxZw8Ybibi1ELCoi,38,0.733,0.855,-4.246,0.689,0.51,0.0332,0.0,99.486,['classic k-pop'],0w3PsroIezW7uRTNxEJLb9
99,7neOIVKDsLaUXV5y84jGuY,53,0.35,0.348,-6.156,0.274,0.805,0.0317,4.48e-06,146.603,['korean pop'],1dOMFM5wDNsENQQW0nl0K8
100,3qJImzh896FdKl5mJfpFaC,55,0.503,0.482,-7.173,0.243,0.595,0.0247,1.37e-06,92.567,"['swedish americana', 'swedish country']",21egYD1eInY6bGFcniCRT1
101,2wBCrtJS3E3TimRZ5MElTI,72,0.539,0.414,-9.156,0.123,0.253,0.0601,1.3e-06,94.895,['r&b'],5ZS223C6JyBfXasXxrRqOk
102,2LykruN1mQlg9nuUaE7dvQ,0,0.512,0.456,-7.285,0.163,0.773,0.0328,0.0,122.886,"['v-pop', 'vietnamese singer-songwriter']",6OzE2OdvV2tGAxSBsBuZ74
103,0nAQSPlqQ89ok7g2uzfHgy,0,0.86,0.535,-8.561,0.503,0.0271,0.148,0.0,96.487,"['dance pop', 'pop']",085pc2PYOi8bGKj0PNjekA
104,58q2HKrzhC3ozto2nDdN4z,79,0.816,0.726,-3.998,0.65,0.099,0.129,0.0,136.048,"['pop', 'rap']",4kYSro6naA4h99UJvo89HB
105,2EEeOnHehOozLq4aS0n6SL,72,0.746,0.653,-6.745,0.672,0.378,0.289,0.0,75.016,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']",4qBgvVog0wzW75IQ48mU7v
106,7bmqcI1HQwx1PWwYyZO0lg,0,0.619,0.806,-4.8,0.877,0.272,0.0483,0.0,95.0,"['barbadian pop', 'pop', 'urban contemporary']",5pKCCKE2ajJHZ9KAiaK11H
107,55nlbqqFVnSsArIeYSQlqx,63,0.456,0.342,-8.162,0.224,0.129,0.0283,0.0,84.087,"['neo soul', 'pop', 'pop soul', 'urban contemporary']",5y2Xq6xcjJb2jVM54GHK3t
108,1j3H54xdahpAkNI0q6S89q,0,0.659,0.696,-4.291,0.665,0.143,0.071,0.0,86.001,"['r&b', 'rap']",7bXgB6jMjp9ATFy66eO08Z
109,3OHfY25tqY28d16oZczHc8,92,0.644,0.728,-5.75,0.43,0.0543,0.0351,0.169,88.993,"['pop', 'r&b', 'rap']",7tYKF4w9nC0nq9CsPZTHyP
110,2Ce5IyMlVRVvN997ZJjJJA,18,0.415,0.369,-10.044,0.0913,0.0303,0.0741,7.64e-06,95.746,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",1RyvyyTE3xzB2ZywiAwp0i
111,696w9BHmEY62myVCSDyrYW,55,0.656,0.331,-9.88,0.5,0.363,0.0302,0.0,105.015,"['indie viet', 'v-pop']",2xvW7dgL1640K8exTcRMS4
112,15pJt4lLVKGC7I6gmu43pm,47,0.765,0.545,-8.361,0.615,0.406,0.0545,2.91e-05,147.232,['sped up'],1DHHaCy2ri351JypVkX9B0
113,5knuzwU65gJK7IF5yJsuaW,76,0.72,0.763,-4.068,0.742,0.406,0.0523,0.0,101.965,"['pop', 'uk dance', 'uk funky']",6MDME20pz9RveH9rEXvrOM
114,6OsEQa0fSWbsqbrF0aQip4,0,0.5,0.268,-13.59,0.187,0.727,0.235,0.0,92.056,"['alt z', 'pop']",3iri9nBFs9e4wN7PLIetAw
115,6UgaKUJSO0Xp47x6pL1LaA,51,0.688,0.563,-5.945,0.243,0.439,0.0334,2.57e-06,93.023,"['v-pop', 'vietnamese singer-songwriter']",5OvCh1Nin8AGw7OkxYinBe
116,1TQXIltqoZ5XXyfCbAeSQQ,80,0.629,0.328,-8.284,0.389,0.768,0.029,2.5e-05,74.953,['alt z'],4xnihxcoXWK3UqryOSnbw5
117,3N2ppgHelZPCpPVmVsxr9J,0,0.458,0.137,-14.083,0.437,0.882,0.0355,0.0,80.824,"['broadway', 'show tunes']",6qGkLCMQkNGOJ079iEcC5k
118,0oTtnnedK0C4unALxVTPhz,62,0.365,0.273,-16.526,0.238,0.94,0.038,0.431,132.285,"['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']",4MXUO7sVCaFgFjoTI5ox5c
119,34uOIsoy6ETS2sxOTWBRDF,52,0.771,0.287,-17.208,0.402,0.669,0.072,0.0,93.041,"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']",1LEtM3AleYg1xabW6CRkpi
120,0qcjuYtMWhBjXg0Xwt5SzS,70,0.94,0.633,-3.56,0.962,0.0581,0.0467,4.04e-05,121.003,"['detroit hip hop', 'hip hop', 'rap']",7dGJo4pcD2V6oG8kP0tJRR
121,7n5eQJYX7e6H5gkzgyEfQG,58,0.694,0.592,-6.406,0.305,0.742,0.0367,0.0,95.047,"['k-pop', 'k-rap', 'korean old school hip hop']",5snNHNlYT2UrtZo5HCJkiw
122,6MxIazgQENgaa6StpFxGpu,57,0.593,0.437,-7.098,0.484,0.699,0.0552,0.0,121.662,"['k-pop', 'korean r&b']",6UbmqUEgjLA6jAcXwbM1Z9
123,1dNIEtp7AY3oDAKCGg2XkH,74,0.607,0.649,-6.695,0.505,0.0306,0.0362,2.46e-05,102.996,"['electropop', 'pop', 'tropical house']",69GGBxA162lTqCwzJG5jLp
124,1MZXUaUI0Dre17fdCFjDC3,39,0.755,0.699,-4.193,0.311,0.014,0.0352,0.0,130.028,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",6PXS4YHDkKvl1wkIl4V8DL
125,6yIdwnpDHufLWgQcveTPMk,0,0.735,0.451,-8.374,0.0862,0.0631,0.0585,1.3e-05,117.973,"['pop', 'uk pop']",5ZsFI1h6hIdQRw2ti0hz81
126,4xAk8Lw82G3YoVSOdVAsBx,1,0.866,0.454,-9.383,0.368,0.0373,0.0414,1.49e-06,99.985,['dance pop'],0z4gvV4rjIZ9wHck67ucSV
127,127QTOFJsJQp5LbJbu3A1y,74,0.834,0.454,-9.75,0.837,0.321,0.201,6.15e-06,81.618,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",3TVXtAsR1Inumwj472S9r4
128,0Es86fEJ5PMGc4hXuRnrnO,0,0.432,0.438,-8.743,0.207,0.372,0.0276,0.00472,119.812,"['modern rock', 'nottingham indie']",4hf3caW9H8uFwwbv5pFjcg
129,6B1Io9VDzMAmwFjrplDJw8,0,0.698,0.587,-4.318,0.569,0.717,0.0569,1.5e-06,88.006,['v-pop'],5fa13NJjmn2uQ3dxZDi2Ge
130,7E390nZTMqEbrNC1TmHd42,61,0.525,0.809,-6.185,0.21,0.0819,0.0619,1.22e-06,127.073,"['canadian pop', 'pop']",1uNFoZAHBGtllmzznpCI3s
131,5AZGbqiIK5t1jrWSPT7k8X,41,0.672,0.699,-7.831,0.46,0.395,0.0475,0.0,113.737,"['classic rock', 'glam rock', 'rock']",1dfeR4HaWDbWqFHLkxsg1d
132,5Msoarj5hk9LguTtiIyqug,61,0.691,0.564,-4.606,0.356,0.774,0.0266,0.0,110.043,['v-pop'],5FWPIKz9czXWaiNtw45KQs
133,275a9yzwGB6ncAW4SxY7q3,68,0.685,0.731,-5.503,0.266,0.0292,0.414,0.0,145.245,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",7pFeBzX627ff0VnN6bxPR4
134,02oPCMjI9z1k8c9nlEXnqO,30,0.812,0.734,-7.363,0.626,0.196,0.0412,0.718,95.983,[],6rGbkxba8N9yajezrAVMxH
135,3FAclTFfvUuQYnEsptbK8w,80,0.403,0.422,-13.964,0.378,0.134,0.0373,2.05e-05,122.728,"['british soul', 'neo soul']",6Q192DXotxtaysaqNPy5yR
