track_uri,popularity,danceability,energy,loudness,valence,speechiness,instrumentalness,tempo
1VdZ0vKfR5jneCmWIUAMxK,76,0.642,0.289,-9.918,0.407,0.0367,0.0,84.996
27C3bIMZNWIgUf7uVOwgaR,29,0.445,0.657,-6.741,0.735,0.0515,0.0,170.85
5zx4yNDpYT6mEVaAwTw5m8,29,0.419,0.201,-11.4,0.189,0.0341,0.0,93.687
11fNLqDB47gMKj7BHhR2Qr,64,0.709,0.62,-9.382,0.936,0.034,0.0,93.723
7IyuwRPPNq6gYI1vzqKsrU,58,0.497,0.409,-15.649,0.649,0.0335,0.000141,114.823
5B6J2yesfMRQzGbKLRJw2B,55,0.331,0.00735,-30.904,0.0944,0.0362,0.952,66.628
3tolwaacjdW3qN5rlfIyFz,29,0.487,0.189,-13.584,0.239,0.0435,0.0,86.147
0djZ2ndRfAL69WYNra5jRC,70,0.489,0.186,-16.237,0.349,0.029,0.000152,102.245
0ZZqDwf3oey84BKn7JYHDY,24,0.44,0.213,-16.364,0.304,0.0265,0.00339,89.778
2wrMieCOrwHOUF01wEcaD0,25,0.675,0.61,-11.735,0.865,0.0674,0.00397,97.574
3V1H6liHwCDcWeqdPJabOM,67,0.561,0.337,-9.272,0.273,0.0284,8.79e-05,109.373
0jWgAnTrNZmOGmqgvHhZEm,82,0.565,0.564,-10.044,0.454,0.0292,0.0,134.355
2jXTBrywc6ruxaUXW84Xhr,55,0.538,0.178,-8.983,0.173,0.0481,2.88e-06,120.27
7Dyq1bhhjknLKEGg4k5NLr,59,0.648,0.722,-4.813,0.389,0.0427,0.0,132.973
2vSxjnyrWrtxyfzO47EX6q,66,0.203,0.295,-11.155,0.285,0.0323,2.05e-06,171.222
5v3TBTTsdEtxoBnqHEHGAv,31,0.767,0.689,-9.127,0.969,0.0334,0.0,128.572
5u0YB9bpmgEPS2bPhwfRFV,61,0.463,0.755,-7.244,0.252,0.0634,4.89e-06,145.319
4HnVzg7n6aIPV7TCGRMR6k,65,0.557,0.607,-6.569,0.619,0.0366,1.84e-06,76.497
6Obed4k0riz91yDHNWJoH1,28,0.534,0.107,-23.762,0.0682,0.0315,0.886,99.04
6QfS2wq5sSC1xAJCQsTSlj,73,0.575,0.33,-6.557,0.277,0.031,0.0,95.801
70LcF31zb1H0PyJoS1Sx1r,87,0.515,0.43,-9.935,0.104,0.0372,0.000133,91.844
1f9qn1ZMG43nUBsf2dt695,18,0.439,0.078,-20.019,0.14,0.0363,0.926,73.947
4EchqUKQ3qAQuRNKmeIpnf,83,0.523,0.943,-4.203,0.766,0.0337,3.81e-05,99.607
7HB1REjjalFLSXgXlAAwFs,60,0.433,0.291,-17.56,0.631,0.0501,0.907,106.65
6HKChbfE5klrUMHo3NrqzX,60,0.261,0.38,-9.148,0.0793,0.0491,0.0,74.463
7jSQaXLzpLHjSQTev2krvT,65,0.164,0.0248,-27.25,0.0553,0.0462,0.967,79.083
65ShmiE5aLBdcIGr7tHX35,66,0.506,0.877,-5.73,0.302,0.032,0.776,114.589
5u7n4Xffrd66fQxmnyeOdP,23,0.266,0.589,-6.637,0.302,0.0373,2.15e-05,82.185
66PmO1K6RXjj6ouXzMeodH,47,0.46,0.621,-6.436,0.164,0.0303,0.0,136.679
2hocBXb0VzbeX2ttM2Ngeg,63,0.676,0.41,-7.559,0.346,0.0299,7.06e-05,112.988
7ySbfLwdCwl1EM0zNCJZ38,69,0.568,0.495,-8.964,0.303,0.0299,0.0,128.234
5jZ1Z2GFTf2gwmFc3qiUxs,68,0.541,0.904,-3.001,0.541,0.0435,0.0,98.122
05CRP83e1AD3kl6rP1r5aB,55,0.624,0.346,-9.718,0.241,0.0631,0.0,143.439
5UcrCh7OATMrPXvUisnWOb,23,0.613,0.519,-8.628,0.553,0.0305,0.907,147.956
24lvdbt9pS7DFEjhEWSl49,61,0.558,0.311,-9.582,0.415,0.0288,0.0,95.978
6eykmqPkR0ItSGhrwPvOEF,48,0.643,0.86,-3.495,0.701,0.0535,0.0,129.884
6HU7h9RYOaPRFeh0R3UeAr,86,0.442,0.612,-7.222,0.178,0.112,5.7e-06,180.917
365CXcD4ijaTLbhfaDrlfw,55,0.638,0.845,-3.336,0.769,0.142,0.0,130.413
3SUQYLuMqCW7lkMAZ1Bhev,58,0.878,0.91,-5.452,0.65,0.281,1.69e-06,112.961
1xK59OXxi2TAAAbmZK0kBL,91,0.571,0.544,-10.613,0.216,0.0299,0.00805,132.052
5JDcQAztvZTIkrWoZihgvC,67,0.447,0.393,-8.65,0.564,0.038,0.0,73.139
1UKobFsdqNXQb8OthimCKe,68,0.483,0.159,-13.648,0.423,0.0353,0.0,146.721
4nyF5lmSziBAt7ESAUjpbx,79,0.445,0.455,-6.405,0.151,0.0575,1.47e-06,109.885
5qII2n90lVdPDcgXEEVHNy,76,0.608,0.768,-5.227,0.809,0.0475,0.0,88.059
6COk7pcDZmFBIfVy0K7GAB,36,0.433,0.918,-6.09,0.738,0.0978,0.000174,165.863
11wGTz7FELYt1P9efjX7VT,47,0.7,0.335,-11.151,0.682,0.0291,2.9e-05,113.589
2tH28YyKYOldxhuBHoI79M,67,0.793,0.386,-13.413,0.584,0.0819,0.31,95.819
7mLDPtrgMQScBHTi6p6H7v,46,0.467,0.482,-7.095,0.538,0.0274,0.00339,171.588
2cWHN0WK52RGAWHgaDamUA,66,0.435,0.423,-8.795,0.451,0.024,0.000659,91.137
3py8oXeISIkAfaz8bVlsKb,6,0.611,0.308,-9.923,0.947,0.482,0.000372,64.822
2R5uY1gbIKzGB1yAOH067s,62,0.425,0.922,-2.6,0.564,0.0412,0.0,156.045
2OARIMw1hpehr86Iwmv04c,59,0.676,0.424,-8.132,0.493,0.0329,0.000494,148.373
2m1hi0nfMR9vdGC8UcrnwU,83,0.434,0.897,-4.918,0.684,0.0488,0.0,148.726
3OXpdrHLT4IqM76RajgM6Q,61,0.484,0.444,-6.935,0.226,0.0636,0.0,144.21
4sUoWHVnJl8z3t4zdqf6xB,55,0.622,0.608,-5.085,0.607,0.036,5.38e-06,89.661
34tvoeX5zWJu4hcnFzgtnL,53,0.352,0.278,-12.593,0.227,0.0291,0.00776,100.029
204974mkLcxFNtq6EXLsJx,40,0.362,0.138,-12.201,0.0752,0.0421,0.000468,79.425
5XPwkZ7vNxeidpNLAkwtFp,54,0.463,0.555,-6.43,0.515,0.0381,0.0,73.613
7nWui6jiMM2m9qFmET1Mtj,63,0.623,0.279,-10.802,0.38,0.031,0.0,116.04
0GVvRmCoiLkhxJvlZy9bLk,57,0.43,0.33,-10.621,0.316,0.0353,0.0,108.824
7woW97CfcWaKtuC6W5BP2K,69,0.545,0.485,-8.045,0.101,0.0485,1.8e-06,80.948
7sjFIZ1g5QLJLGja3k592K,64,0.8,0.564,-5.817,0.318,0.4,1.65e-06,139.989
1R0a2iXumgCiFb7HEZ7gUE,89,0.615,0.534,-6.719,0.193,0.0386,1.76e-05,135.917
5cjagrNaegv6IQZKflkPTf,70,0.494,0.311,-10.546,0.409,0.0308,1.5e-05,76.039
5iW9Y4seDbBgIchT0ANY3q,41,0.732,0.888,-2.415,0.674,0.0792,2.88e-06,93.991
6s6h2XK7Nl8lEcTzr7ezeB,62,0.154,0.215,-15.413,0.115,0.0346,0.00146,166.209
7nXq1vaZiz7PdbfojpPjW5,69,0.435,0.92,-1.357,0.45,0.201,0.000353,188.899
2FXORuBJ8gBDTOVjckYXdF,49,0.471,0.405,-8.428,0.228,0.0286,0.0,121.492
4lIxdJw6W3Fg4vUIYCB0S5,80,0.598,0.786,-5.572,0.456,0.0383,0.0016,95.019
4alGMi8oirRYel22D1sMNQ,25,0.84,0.704,-7.44,0.943,0.0309,1.12e-05,111.49
46K6ha7ewGSY30ob1B0JMI,38,0.439,0.35,-9.639,0.176,0.0293,4.16e-05,117.081
55SMBnlZaMebqCYUkFU2dT,56,0.553,0.891,-7.215,0.448,0.0621,0.0357,96.053
2lFH40ztoHpkyY8GPojuA9,53,0.5,0.261,-11.492,0.381,0.0256,0.0135,94.356
3swN6Dmuv50MvAi2S0w2Ra,29,0.251,0.219,-11.018,0.0398,0.0411,0.0261,121.113
4wTChU0tU44TAMC0xcQizi,67,0.583,0.791,-4.087,0.878,0.0318,0.0,89.993
0i5QVxsK3IvEDbUjTA64Li,74,0.541,0.616,-6.53,0.203,0.028,1.09e-06,144.218
7x68OKWmVySSU51vSqHR5x,69,0.956,0.617,-7.526,0.739,0.267,0.0,101.991
63Nvv3yXMosxHpQzNsNBOp,59,0.563,0.501,-7.12,0.217,0.0268,0.000224,125.001
3AJwUDP919kvQ9QcozQPxg,90,0.429,0.661,-7.227,0.285,0.0281,0.000121,173.372
4AYtqFyFbX0Xkc2wtcygTr,72,0.433,0.182,-12.566,0.421,0.0641,0.0,207.476
3KYVSjNTxOgTJzhaEU6la3,39,0.452,0.54,-8.208,0.39,0.0815,0.0,118.66
15bDEMeqO9hJwl1WZ14gOI,7,0.0,0.882,-5.155,0.0,0.0,0.000945,0.0
7zMcNqs55Mxer82bvZFkpg,70,0.621,0.417,-6.941,0.289,0.0231,0.0,99.953
5M7OvJqw8FvIr4jLJLwCi1,43,0.228,0.753,-4.132,0.291,0.037,0.0,170.878
0NyRSfiU6ri61vku1xiLoD,67,0.558,0.361,-8.346,0.165,0.0328,0.0,95.161
16uOMH2C9NBMzqUQXLBtHy,53,0.649,0.533,-4.816,0.662,0.0281,0.0,97.968
3NLrRZoMF0Lx6zTlYqeIo4,77,0.557,0.533,-6.817,0.233,0.0252,0.0,143.994
1UZOjK1BwmwWU14Erba9CZ,78,0.573,0.781,-6.406,0.343,0.0555,2.64e-05,139.934
0IktbUcnAGrvD03AWnz3Q8,74,0.625,0.414,-8.7,0.669,0.0369,0.0,130.088
5AezhHjX3R1bmxcAEgrFpS,66,0.502,0.594,-5.031,0.349,0.0365,0.0,153.687
1qjrYozGqc7upUgfN776lZ,69,0.592,0.398,-10.81,0.204,0.0678,0.000925,150.038
0U1W2LZVUX7qTm7dDpqxh6,79,0.603,0.691,-5.805,0.577,0.0372,0.0,147.148
5yc59J3MR3tVDPTOgwgRI5,62,0.621,0.853,-5.735,0.714,0.0253,3.26e-06,128.142
4ZtFanR9U6ndgddUvNcjcG,86,0.563,0.664,-5.044,0.688,0.154,0.0,166.928
1MpmApLaUCZiWPH7gLOepR,48,0.377,0.298,-8.687,0.197,0.0492,0.0,71.1
7xgjwuqkYgAvLpBqeW4atb,37,0.392,0.972,-2.891,0.33,0.201,0.0,167.841
3MwHZDGwAR8RjZZBriBqmx,70,0.443,0.419,-7.975,0.0719,0.0321,0.00183,132.204
6vrUTGn5p8IrfTZ0J6sIVM,75,0.291,0.79,-5.683,0.513,0.0363,5.61e-06,155.667
1WYokrkFOb9TFVuTrmxTTt,70,0.632,0.397,-12.855,0.731,0.0265,0.0421,110.578
6UN73IYd0hZxLi8wFPMQij,92,0.954,0.516,-5.817,0.624,0.16,7.54e-06,105.001
6H7fWtwEUHVfTyZD7zeG4w,68,0.509,0.183,-10.27,0.258,0.0377,0.0,117.354
08jjW8uBboRlkPLK3KVc6t,42,0.381,0.921,-2.753,0.672,0.188,0.00132,76.41
6ZSTinOwx5dKFYc6iYyGDn,64,0.414,0.167,-16.519,0.384,0.0484,0.0,133.45
2WaYW84yWij5NSCpgSeU2R,66,0.577,0.306,-11.559,0.568,0.0427,0.0,125.166
1B8MHa0NveCF1ViBEOZWO5,63,0.522,0.751,-5.46,0.605,0.0435,2.22e-06,139.51
7eQj6r5PIdYKEIZjucBMcq,70,0.693,0.681,-7.039,0.663,0.025,0.0,100.02
32h5TIBiDv56zxf2HOIYjO,29,0.54,0.937,-10.339,0.877,0.0405,0.473,177.409
0tksWgMFUovmWxDAnkebtO,42,0.648,0.732,-5.194,0.324,0.0821,0.00132,159.88
2ZMHNMMft1Yp6nLPjR4zM9,52,0.576,0.772,-4.902,0.494,0.0259,0.0,97.007
6L2uVVPJA9WcDc7zCZ4DHN,71,0.783,0.63,-4.985,0.822,0.044,0.0,106.053
50x1Ic8CaXkYNvjmxe3WXy,90,0.593,0.352,-8.296,0.226,0.0284,2.22e-05,119.988
3i2Q3cFdFzJ39nV9sAt3Pc,54,0.335,0.33,-8.302,0.04,0.031,0.41,75.07
6n2GPvMJtFZ4ckoc9EWHMx,59,0.76,0.575,-4.06,0.314,0.0444,0.000383,131.983
64IcRXZ9TzOOqyse3EPA3Y,69,0.492,0.513,-8.614,0.236,0.0449,0.0,74.883
3JeTD3IfCntCx3nLSAv56U,44,0.577,0.295,-15.448,0.594,0.044,7.22e-05,77.938
3iaTupx9cV6lm2WUdRkImz,23,0.401,0.602,-7.882,0.388,0.053,0.0553,160.17
2L9N0zZnd37dwF0clgxMGI,91,0.516,0.322,-11.762,0.261,0.0292,0.00194,148.005
3cfOd4CMv2snFaKAnMdnvK,80,0.731,0.867,-5.881,0.776,0.032,0.0,104.019
0p9E7l00TBA1aqmhElZoLx,39,0.544,0.81,-4.427,0.85,0.164,2.24e-06,147.13
5TMsdvn25oZv191YNDmMdg,32,0.316,0.0776,-22.674,0.312,0.0459,3.02e-05,79.492
04sN26COy28wTXYj3dMoiZ,84,0.614,0.318,-12.695,0.112,0.0478,0.00239,119.959
1fBl642IhJOE5U319Gy2Go,72,0.482,0.833,-5.611,0.74,0.0449,0.0,148.039
0J1Wfjo9H3R62yaCuuNDZX,59,0.552,0.802,-3.799,0.776,0.0615,0.0,78.21
22bPsP2jCgbLUvh82U0Z3M,83,0.402,0.732,-4.665,0.472,0.0484,0.0,161.032
6P2lntEX32VCDfkmPHrpxU,44,0.733,0.567,-9.944,0.584,0.0254,0.00712,109.313
0I1DJdLt9BKOb7GWmWxCjo,75,0.651,0.339,-11.917,0.32,0.0246,0.0141,103.996
2MWOqewf5j0qf2b6S5J6cS,68,0.461,0.267,-8.514,0.481,0.0278,2.03e-05,87.918
6AQbmUe0Qwf5PZnt4HmTXv,96,0.696,0.809,-8.254,0.857,0.05,0.000128,132.962
66tOfHVH3aUrscg8vExRV4,67,0.605,0.488,-8.322,0.354,0.0264,0.0,119.966
0iOZM63lendWRTTeKhZBSC,77,0.606,0.457,-14.035,0.813,0.0497,2.53e-05,92.033
1RT6zSjs59gJdFfUshT465,54,0.413,0.988,-2.165,0.642,0.0745,0.00334,162.954
2hjAc6x8EoSLhGxRNg8KEw,69,0.575,0.188,-18.758,0.334,0.0959,4.37e-05,77.464
4hupcimlg3UBbW1kAQ6vrT,66,0.524,0.553,-10.767,0.517,0.0292,0.0,104.578
7jmHyHMEqm9MJWiMAneF05,70,0.632,0.232,-12.326,0.673,0.0318,4.95e-06,119.136
2cOUlop2ZakjOKe4WinesN,77,0.735,0.425,-6.648,0.848,0.0464,0.0,85.896
0k6LV1ohcK2hlNPwu1nVw9,63,0.641,0.512,-4.935,0.395,0.0285,0.0,116.059
4pbG9SUmWIvsROVLF0zF9s,74,0.49,0.715,-5.549,0.866,0.0476,0.0,130.726
6h2YXTAX6QN83w0gOTjDZa,43,0.473,0.468,-7.439,0.448,0.0503,0.0,119.68
