,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe
2508,Nanna,Godzilla,Godzilla,6TJjw5TFQIcUPXhSPojreM,0.457,0.26,3,-14.165,1,0.0333,0.000875,0.0963,0.29,144.127,289045,4,0.89,48,1/13/23,chill
2509,Rosemary & Garlic,The Kingfisher,Old Now,3IVALWwWuGL5p3W6cPtjDH,0.491,0.406,5,-13.309,1,0.0278,0.245,0.122,0.279,140.051,289970,3,0.82,48,11/17/17,chill
2510,Richard Walters,A.M.,July Bones,4A6GiKusHlmrtqCyKAyPg2,0.596,0.27,2,-11.486,1,0.0265,0.134,0.0647,0.155,100.006,239400,4,0.785,47,10/14/16,chill
2511,Puzzle Muteson,Theatrics,By Night,2HiVLVR0RrcjQagWwuiwob,0.481,0.261,11,-12.153,0,0.0292,0.00568,0.112,0.495,91.995,218332,4,0.973,47,11/29/14,chill
2512,Tall Heights,"Holding On, Holding Out",Spirit Cold,5HVHYpNllysLkUEduWKqlg,0.376,0.52,11,-8.811,1,0.0294,2.02E-05,0.214,0.353,155.726,218760,4,0.685,47,10/8/15,chill
2513,Talos,Far Out Dust,To Each His Own,0LQqaXgLL3e3dkPBpkwlGU,0.298,0.423,2,-8.256,1,0.0452,4.67E-06,0.108,0.118,79.882,190160,4,0.858,47,2/8/19,chill
2514,The Antlers,I Was Not There,I Was Not There,7p8vCxlfh9Eio1iJYUjkTk,0.388,0.293,10,-10.803,1,0.0279,0.305,0.38,0.137,112.056,347963,4,0.639,47,3/9/23,chill
2515,Bedouine,Thirteen,Thirteen,5uXr5ZxwlC5lz7DMKLqJfC,0.697,0.248,10,-10.54,1,0.0278,0.000901,0.11,0.382,101.981,184870,4,0.875,47,9/9/20,chill
2516,Davis John Patton,Forest Park,Motives,6t8fO77SHrCqszDxX1CRMl,0.512,0.159,10,-11.108,1,0.0305,1.75E-06,0.103,0.0797,137.896,243478,4,0.849,47,5/24/19,chill
2517,shiv,You and I,You and I,7j9DRB3AzXxQNRHAY3RfAx,0.316,0.269,6,-11.413,1,0.0625,2.84E-05,0.141,0.143,157.007,192000,4,0.945,47,10/2/20,chill
2518,Charlie Cunningham,Permanent Way,Bite,6HM5mh7dWG3rYYvuzh5FyB,0.552,0.375,4,-16.464,0,0.0372,0.0277,0.358,0.366,86.507,212827,4,0.641,46,6/7/19,chill
2519,Axel Flóvent,You Stay by the Sea (Deluxe),Sea Creatures,73Tl9gM1BeVA1IHvGubOmI,0.491,0.229,10,-13.55,0,0.0299,0.667,0.108,0.08,72.782,256395,4,0.803,46,9/9/22,chill
2520,Wickerbird,The Crow Mother,The Fold,660D1KONP5QoayR5MUGGcK,0.311,0.345,0,-13.81,0,0.0357,0.919,0.109,0.0769,113.831,216493,4,0.873,46,9/25/12,chill
2521,Dekker,Do It All Again,Do It All Again,6IokfKBquOuzngIfvpYbjl,0.654,0.567,0,-9.877,0,0.0298,0.000846,0.15,0.596,83.011,199253,4,0.619,46,10/29/21,chill
2522,Kyson,A Book Of Flying,You,6mwHS78L18Da6HRO4HNo0i,0.587,0.267,0,-14.936,0,0.0326,0.0363,0.075,0.0388,115.201,236719,4,0.513,46,4/1/16,chill
2523,Portair,Afterglow,Afterglow,4xRDWaPf1AuMJo9sytQU0w,0.348,0.268,4,-11.705,0,0.034,0.00334,0.112,0.124,145.221,190741,4,0.761,45,1/13/23,chill
2524,Fionn Regan,The Meetings of the Waters,The Meetings of the Waters,2EH99L821vO7FTvKVo5YnJ,0.636,0.379,11,-16.21,1,0.029,0.852,0.114,0.341,105.016,300278,4,0.759,45,2/3/17,chill
2525,High Highs,Open Season (Deluxe Edition),Bridge,2HLd7alxKkXHU2KmbGUUVm,0.602,0.359,6,-7.893,1,0.0244,0.0263,0.0946,0.44,90.458,150522,4,0.902,44,1/27/14,chill
2526,Axel Flóvent,Picture of You (feat. Hayden Calnin),Picture of You,41UWHXKrP9VaNuLHNlWEV2,0.426,0.108,4,-15.525,1,0.031,5.19E-05,0.0888,0.073,64.612,261523,4,0.92,45,10/22/21,chill
2527,Rosie Carney,Bare,Awake Me,4H9aMftedBe0UEHv0IXYgQ,0.521,0.15,4,-11.852,1,0.0316,0.0258,0.083,0.0394,117.172,257583,4,0.958,44,1/25/19,chill
2528,Aisha Badru,Pendulum,Splintered,6V4stuxihHZTe7vvJxdkdt,0.369,0.303,1,-11.763,0,0.0564,0.000298,0.111,0.127,147.439,250453,4,0.848,44,4/27/18,chill
2529,James Grant,Anjunadeep 08,Hunger Of The Pine - Jody Wisternoff & James Grant Remix,6jrztnYIBYFo121nj0Oajx,0.491,0.312,7,-14.104,1,0.0264,0.00303,0.14,0.0389,100.053,214933,4,0.0656,44,12/9/16,chill
2530,Little May,For The Company,Seven Hours,1g9n3Y040NXNrDYZ3xo3yb,0.323,0.651,3,-7.853,1,0.0333,0.144,0.0694,0.335,120.509,221707,4,0.361,43,10/9/15,chill
2531,Haux,Heavy,Heavy,6CnXcjsNmdzh5aUfnxgcQb,0.637,0.226,8,-16.126,1,0.0356,0.000383,0.105,0.287,130.048,181200,4,0.917,43,4/15/20,chill
2532,Lucy Dacus,No Burden,...Familiar Place,0rHMGnd6wIgaF67ANAVdyC,0.213,0.148,7,-17.775,1,0.0372,0.058,0.113,0.0277,46.923,175778,4,0.0128,43,2/16/16,chill
2533,Dotan,Bones,Bones,6GpR9XtEpuKWMA3onpPkOP,0.704,0.24,3,-13.699,1,0.0333,0.0375,0.109,0.241,79.994,230589,4,0.891,42,5/19/17,chill
2534,Gia Margaret,There's Always Glimmer (Deluxe Version),Smoke - Acoustic,5ND2EmYyhWRJq6iCdENkgZ,0.528,0.3,7,-14.82,1,0.0389,0.152,0.317,0.259,86.009,152320,3,0.778,42,5/24/19,chill
2535,James Vincent McMorrow,Grapefruit Season,Poison to You,2gespzBmNAR9mpbenZdPlH,0.521,0.294,3,-10.244,1,0.0588,2.41E-06,0.0995,0.153,102.004,233955,4,0.89,42,9/17/21,chill
2536,Highasakite,Uranium Heart,Stick with You,6TZ9adRRarZhhfzBD1b4GF,0.51,0.0612,10,-18.073,1,0.0473,0.000722,0.0992,0.143,116.506,166292,4,0.967,42,2/1/19,chill
2537,Black Oak,Equinox,The Grain,24At1pkaBi4P9PsbeeUttf,0.719,0.359,4,-14.376,0,0.04,0.0413,0.124,0.198,113.027,209586,4,0.793,41,4/1/18,chill
2538,Fionn Regan,Cormorant Bird,Cormorant Bird,4BSUpjNIIuy766fewPrcvH,0.283,0.221,6,-18.422,0,0.0336,0.921,0.11,0.0983,100.416,207441,4,0.625,41,3/24/17,chill
2539,Beach House,Become,Holiday House,0Hz3Bf0SjlKlqYvIwH9a70,0.402,0.675,0,-7.575,1,0.0283,0.949,0.096,0.0916,133.87,306107,4,0.49,62,4/28/23,chill
2540,Cigarettes After Sex,Cigarettes After Sex,Apocalypse,3AVrVz5rK8Hrqo9YGiVGN5,0.369,0.467,5,-9.018,1,0.0274,0.46,0.109,0.174,94.473,290147,4,0.0194,83,6/9/17,chill
2541,beabadoobee,Glue Song,Glue Song,3iBgrkexCzVuPy4O9vx7Mf,0.62,0.409,1,-10.146,1,0.0282,0.0542,0.105,0.582,113.946,135067,3,0.77,82,2/14/23,chill
2542,The National,First Two Pages of Frankenstein,The Alcott (feat. Taylor Swift),6INztpNwOTlfSKTuPo0HOP,0.368,0.463,0,-10.595,1,0.0302,0.0017,0.109,0.447,156.008,267773,3,0.811,75,4/28/23,chill
2543,BADBADNOTGOOD,IV,Time Moves Slow,1IqF5PUDUnaykHLs0RWbDO,0.591,0.376,11,-10.832,0,0.0543,0.0282,0.101,0.308,140.026,273864,4,0.478,71,7/8/16,chill
2544,Ryan Beatty,Calico,Bright Red,46yZvVAKWuvp6sV0OciMLt,0.426,0.475,5,-10.493,0,0.118,0.00196,0.109,0.29,77.034,169103,4,0.882,51,4/28/23,chill
2545,Lamp,ランプ幻想,ゆめうつつ,1GTC0DN9LGOdP0NdvoHyX7,0.346,0.126,2,-16.89,1,0.0347,0.463,0.0771,0.0761,92.959,315640,4,0.985,70,12/3/08,chill
2546,Hannes,Stockholmsvy,Stockholmsvy,3BeaiIXko9QV8689eWB6yd,0.741,0.389,1,-10.971,1,0.0615,0.532,0.103,0.742,90.01,161397,4,0.462,70,4/29/22,chill
2547,Cigarettes After Sex,Pistol,Pistol,5g5XvfePSypMK6eiVL6BI7,0.653,0.442,7,-11.727,1,0.0337,0.699,0.107,0.363,109.971,234174,4,0.522,69,11/15/22,chill
2548,Palace,How Far We've Come,How Far We've Come,53XX6aX3DurJGTYWtsu4VO,0.568,0.435,2,-9.397,1,0.0269,0.033,0.313,0.378,140.099,187861,4,0.154,55,4/25/23,chill
2549,beabadoobee,Glue Song (feat. Clairo),Glue Song (feat. Clairo),0tMMPZEt6Gyrl9FI8zSicm,0.621,0.393,1,-9.553,1,0.0275,0.00703,0.104,0.53,113.925,135067,3,0.778,75,4/17/23,chill
2550,Fatboibari,Moonlight Shawty,Moonlight Shawty,7wkgkIBYBH3xV2ob9Zmh87,0.671,0.184,5,-15.541,1,0.123,0.0011,0.0794,0.128,106.04,167995,4,0.835,67,9/6/18,chill
2551,Christian Kuria,Toroka,Toroka,6RMltEudPPFoJuUoshxRBB,0.641,0.438,5,-7.029,1,0.132,0.000134,0.108,0.343,67.529,202075,4,0.905,66,10/21/20,chill
2552,grentperez,Absence of You,Absence of You,3fk4yTACtSqCzDol4mBPdt,0.429,0.431,7,-9.741,1,0.0695,3.60E-05,0.104,0.165,71.173,194745,3,0.346,64,1/14/22,chill
2553,Yaya Bey,Remember Your North Star,meet me in brooklyn,6QkOMriITXf0oqpga33HnP,0.538,0.521,8,-7.061,1,0.0856,0,0.471,0.397,74.825,89617,4,0.0576,64,6/17/22,chill
2554,Khruangbin,Texas Moon,Chocolate Hills,1EUOby36hEzSkTVVKRAWQP,0.675,0.28,3,-11.854,1,0.0632,0.00916,0.109,0.218,129.942,190433,4,0.594,64,2/18/22,chill
2555,HYBS,Ride,Ride,7fyVBKYJYMP42nNr9RFTAT,0.757,0.393,5,-7.942,1,0.212,0.000986,0.0501,0.715,77.985,181623,4,0.788,63,10/8/21,chill
2556,Tommy Newport,Glasshead,Sunset For The Dead,3E2qVqPW3FS2LXzCbss9yq,0.647,0.623,5,-4.92,0,0.0362,0.0186,0.365,0.526,78.987,203071,4,0.0725,63,2/17/23,chill
2557,maye,Yours,Yours,0gmStTUTuiU807EB4KafOX,0.67,0.707,11,-9.726,0,0.0358,0.065,0.0634,0.799,89.008,220887,4,0.714,61,2/12/21,chill
2558,Jadu Heart,Hyper Romance,Burning Hour,2dje3ZBu1j1r0QfR7mtS0l,0.557,0.8,3,-6.867,0,0.0329,0.537,0.104,0.497,105.023,278901,4,0.088,61,9/25/20,chill
2559,DESTIN CONRAD,SATIN,ON 10,5qPcrnvubBiYudhiPcpPIK,0.825,0.384,8,-13.251,1,0.131,0.71,0.468,0.251,109.981,173459,4,0.202,60,11/11/22,chill
2560,Kenny Beats,LOUIE,Hold My Head,4eSZUNz2flCKs7zESV50kW,0.627,0.791,5,-6.422,0,0.127,1.05E-06,0.595,0.545,144.06,106867,4,0.00365,60,8/31/22,chill
2561,Vancouver Sleep Clinic,Somebody Else,Somebody Else,7hWC4zYwslDtvnTCqhzW0S,0.597,0.378,1,-12.258,0,0.0384,0.427,0.117,0.0958,104.125,187788,4,0.529,59,12/23/22,chill
2562,Banes World,You Say I'm in Love,You Say I'm in Love,5Ss6DqCldgTmIo6BekVOJT,0.625,0.285,1,-16.686,0,0.0537,0.00279,0.192,0.357,140.02,176761,4,0.438,58,1/26/17,chill
2563,Omar Apollo,Ivory,Petrified,0G41EUi3xiwUR6iOtXAQCz,0.343,0.331,2,-9.528,1,0.035,1.70E-05,0.512,0.343,203.852,197453,4,0.313,58,4/8/22,chill
2564,Noah Cyrus,The Hardest Part,Every Beginning Ends,4iAjjXGCKNQCtFklN48w7n,0.627,0.36,3,-9.93,1,0.0277,4.16E-05,0.109,0.39,116.944,150492,3,0.63,58,9/16/22,chill
2565,Alice Phoebe Lou,Open My Door,Open My Door,6lVMcnULyl94wDrZ2HAuCT,0.498,0.499,0,-6.681,1,0.0302,0.000605,0.269,0.559,144.84,153110,3,0.264,58,4/28/23,chill
2566,The Backseat Lovers,Waiting to Spill,Slowing Down,3o1ah1V2PJDtsCyDCpwXe4,0.409,0.467,4,-9.865,0,0.0339,0.861,0.112,0.0884,83.909,320187,4,0.167,57,10/28/22,chill
2567,Blu DeTiger,Cotton Candy Lemonade,Cotton Candy Lemonade,1RfPf0W4OlIWROTV5Afs3S,0.711,0.436,1,-7.917,0,0.0313,2.07E-05,0.272,0.45,100.998,146876,4,0.514,57,9/23/20,chill
2568,Lana Del Rey,Buddy's Rendezvous,Buddy's Rendezvous,7qqrGV5WpQnMKqVTsDZd9J,0.289,0.324,5,-9.866,1,0.0301,0.00368,0.112,0.244,77.94,301480,4,0.851,57,6/16/22,chill
2569,Men I Trust,Hard to Let Go,Hard to Let Go,7lKN7pik3CelVWHWGp6DfB,0.806,0.277,9,-14.927,0,0.0439,0.874,0.12,0.558,141.903,247616,4,0.765,56,6/29/22,chill
2570,Weyes Blood,"And In The Darkness, Hearts Aglow",God Turn Me Into a Flower,5gJw9DpcnYywIIVGYSb4Y5,0.112,0.25,7,-11.877,1,0.035,0.0566,0.163,0.0365,78.478,385653,4,0.874,56,11/18/22,chill
2571,Matthew Ifield,Like I Do,Like I Do,6J4yoT7dIza5gkFIfPLs4O,0.447,0.169,6,-11.57,1,0.0578,0,0.109,0.229,200.779,213644,3,0.853,55,4/20/23,chill
2572,Duñe,Hundred Fifty Roses,Slowdiving,4oqyzxXvzHTptWo5l2tlpz,0.723,0.708,4,-10.91,0,0.055,0.73,0.306,0.958,89.002,194157,4,0.226,55,5/22/20,chill
2573,Mac DeMarco,One Wayne G,20221102 The Truth,4ZhJuTXXGZrBYh96z32sQz,0.873,0.173,3,-22.633,1,0.0414,0.713,0.0968,0.695,146.83,204569,4,0.9,55,4/21/23,chill
2574,Rachel Chinouriri,Maybe I’m Lonely,Maybe I’m Lonely,3X3cftpXwcSXQM4fC5ihdo,0.514,0.305,1,-11.26,0,0.031,1.58E-05,0.165,0.336,49.534,152141,4,0.747,55,2/1/23,chill
2575,Vancouver Sleep Clinic,As It Was,As It Was,7a7gUCiBV0dgXziowAlR96,0.54,0.308,6,-14.567,0,0.0453,0.0566,0.11,0.136,143.603,190000,4,0.909,55,9/23/22,chill
2576,The Backseat Lovers,Waiting to Spill,Morning in the Aves,6mWlah5Cxz8qTcW17pbj7h,0.45,0.291,0,-12.113,1,0.0286,0.602,0.354,0.215,78.471,242627,4,0.188,56,10/28/22,chill
2577,Daughter,Stereo Mind Game,To Rage,3yYPoZq0fsQ6d5iLvraz72,0.545,0.599,2,-10.409,1,0.0277,0.581,0.2,0.348,97.975,285840,4,0.121,55,4/7/23,chill
2578,Dreamer Isioma,Fuck Tha World,Fuck Tha World,0BMNgV6BjAvWU3zueMBaRu,0.426,0.509,11,-10.17,0,0.0616,0.00106,0.112,0.112,76.979,141538,4,0.338,55,1/13/23,chill
2579,tomcbumpz,comfortable silence,braincells,6aMk9gUq9pjZgmjsAm3FjS,0.26,0.0449,3,-23.828,1,0.0364,0.88,0.111,0.244,164.195,60000,4,0.954,54,1/25/23,chill
2580,Hope Tala,Blue,Blue,4GL8hK0rhcjCrJQx0x6WEx,0.813,0.496,4,-11.958,0,0.234,0.00717,0.371,0.385,95.99,161500,4,0.126,54,6/26/18,chill
2581,Thee Sacred Souls,Thee Sacred Souls,Can I Call You Rose?,6IAuH3hgTRpUUdmOGubXGS,0.302,0.4,0,-8.212,0,0.0364,0.000621,0.172,0.421,180.852,190547,3,0.719,54,8/26/22,chill
2582,Unknown Mortal Orchestra,V,In The Rear View,4kgXwktpr7IqnhPo84v6ul,0.723,0.593,1,-9.632,1,0.0604,0.864,0.119,0.304,82.957,244747,4,0.893,54,3/17/23,chill
2583,Hermanos Gutiérrez,Tres Hermanos,Tres Hermanos,0cb9Ov9eC2eFxac6bCcUZl,0.631,0.459,0,-9.933,0,0.0349,0.934,0.146,0.542,94.604,201413,4,0.974,54,8/17/22,chill
2584,Youth Lagoon,Idaho Alien,Idaho Alien,7rFf9Pj2Td5lckif90QQkP,0.585,0.224,5,-14.398,1,0.036,0.205,0.439,0.507,74.935,203167,4,0.887,54,2/28/23,chill
2585,Mac DeMarco,Five Easy Hot Dogs,Rockaway,3Mc1wHPrWcXiLeokUZ3Oab,0.821,0.322,0,-15.503,0,0.123,0.804,0.108,0.803,94.46,126440,4,0.576,53,1/20/23,chill
2586,Lou Val,Goûter +,in ur motion,0Bh3BVPLMGyeeEKS8LW2ob,0.589,0.449,8,-11.637,0,0.0286,0.0956,0.116,0.37,83,208193,4,0.775,53,3/3/23,chill
2587,Beach Fossils,Run To The Moon,Run To The Moon,03tXFHO65orOSnHlEDf0JK,0.496,0.582,4,-9.05,1,0.0259,0.229,0.0807,0.421,179.954,225902,4,0.00282,53,4/25/23,chill
2588,Bonobo,Tides,Tides,7rRYiBxeudiHMNmgptnne9,0.6,0.314,4,-9.109,0,0.0351,0.419,0.0681,0.201,126.948,226147,4,0.791,53,10/20/21,chill
2589,Hermanos Gutiérrez,El Bueno Y El Malo,Thunderbird,36gUdwmMhZXcwOSaUkTPty,0.576,0.337,2,-15.169,0,0.0351,0.874,0.108,0.327,113.669,208000,4,0.902,53,10/28/22,chill
2590,Gabriels,Love and Hate in a Different Time,Love and Hate in a Different Time - Original,5FzrXX7WuiRpKSVVzUtIiB,0.785,0.363,0,-9.02,1,0.0434,0.452,0.0683,0.604,120.114,282177,4,0.564,53,6/4/21,chill
2591,moon tang,WATER COMES OUT OF MY EYES,water comes out of my eyes,4hQB5oBSXXncJnZACjgeVg,0.522,0.573,0,-8.592,1,0.257,0.00129,0.208,0.353,175.973,202945,4,0.395,52,2/24/23,chill
2592,Youth Lagoon,Prizefighter,Prizefighter,57ge8V32XiTBS89Hrg7x37,0.755,0.357,9,-10.431,1,0.0367,0.00317,0.0993,0.415,105.023,161606,4,0.709,53,4/4/23,chill
2593,Trevor Hall,2 Oceans,2 Oceans,0goA2cYxU9k2XfQHzo6WcP,0.588,0.569,9,-7.721,1,0.0295,0.0342,0.101,0.209,101.988,213056,4,0.303,52,4/1/22,chill
2594,CLAY,letting you go (demo),letting you go - demo,5XMiziJ3bT3zHZzzHW2QtP,0.616,0.485,5,-8.516,0,0.0386,0.00126,0.307,0.283,130.027,221469,4,0.619,52,12/9/22,chill
2595,FKJ,V I N C E N T,Way Out,54vmnIj6yLipSrw1KMK3zg,0.351,0.358,3,-13.091,1,0.059,0.895,0.124,0.146,176.703,200213,4,0.928,52,6/10/22,chill
2596,Örsten,Cutworks,Fleur Blanche,0vpxHngtbm6hrdQZHsmOMb,0.783,0.402,8,-9.56,1,0.119,0.896,0.168,0.613,83.003,252267,4,0.0121,52,1/31/11,chill
2597,Mt. Joy,Orange Blood,Orange Blood,2mKz0wGscPw1xnTvrTlQUi,0.712,0.53,5,-9.842,0,0.0444,0.512,0.129,0.496,118.994,226013,4,0.66,51,4/15/22,chill
2598,Broken Bells,INTO THE BLUE,Love On The Run,66JOl2uj2S6t9h6BxtLhwO,0.532,0.67,3,-7.761,1,0.0256,0.688,0.146,0.338,139.984,423347,4,0.115,51,10/7/22,chill
2599,Medium Build,Never Learned To Dance,Never Learned To Dance,3u6qjHq0y3rmXRQa4iz9OD,0.586,0.621,5,-6.321,1,0.0423,7.39E-05,0.263,0.517,72.516,224080,4,0.461,51,11/9/22,chill
2600,Rowena Fysx,I Love Being Invisible,I Love Being Invisible,41soii7TsX2M2AIAAOsNh5,0.81,0.33,1,-8.867,0,0.135,0.0343,0.105,0.548,110.15,181227,4,0.621,51,2/10/23,chill
2601,Summer Salt,Supermoon,Supermoon,0JfYy60f4RN77F04fReXmW,0.641,0.735,0,-9.368,1,0.033,0.069,0.155,0.604,105.925,252107,4,0.328,51,3/30/23,chill
2602,FKJ,V I N C E N T,Greener,63m0IDtaFrriTDW9vDqoXy,0.599,0.512,11,-9.635,0,0.106,0.208,0.0729,0.535,165.837,234213,4,0.567,51,6/10/22,chill
2603,Braids,Evolution,Evolution,4oQbpxHDWMSQ4HVEhoYCFD,0.785,0.35,0,-11.286,1,0.0446,0.512,0.169,0.361,123.001,230867,4,0.382,51,1/18/23,chill
2604,Tiny Habits,tiny things,tiny things,68jZByx2c1UWtRyIX7gpN7,0.505,0.536,4,-9.587,1,0.0558,9.40E-06,0.0841,0.282,177.661,150927,3,0.689,51,3/15/23,chill
2605,flipturn,Sad Disco (Pine Studios),Sad Disco (Pine Studios),2DuhJLdMNSskrd2KF8SRMr,0.805,0.569,6,-9.346,0,0.028,0.723,0.0977,0.758,121.03,227486,4,0.499,51,2/14/23,chill
2606,Dora Jar,Bumblebee,Bumblebee,6OBQJkM9RtQXcYL26Az2Pg,0.723,0.593,5,-6.607,0,0.037,0.000734,0.126,0.874,120.052,200000,4,0.123,51,7/29/22,chill
2607,Busty and the Bass,All The Things I Couldn't Say To You,All The Things I Couldn't Say To You,06hH8CY1z9v1xxKsWEIVlf,0.534,0.839,7,-8.998,1,0.0418,0.945,0.158,0.297,84.989,264285,4,0.229,50,11/17/22,chill
2608,greek,safety,safety,5EQxUpN2n5MUXtqIGbUOzk,0.437,0.309,6,-12.927,1,0.032,0,0.15,0.44,100.009,183600,3,0.38,50,7/29/22,chill
2609,Vansire,The Modern Western World,The Modern Western World,30bLh2OQSfIvDpdu8ckzRg,0.564,0.472,4,-10.59,1,0.03,0.207,0.101,0.594,111.029,141480,4,0.89,50,5/12/22,chill
2610,North Downs,Dad's Old Tapes,Settle Down,2N1xPOMaQRyQ9SAIiLkESd,0.503,0.528,9,-8.959,0,0.0334,0.787,0.0943,0.234,72.025,231067,4,0.803,50,12/5/19,chill
2611,Gia Margaret,Mia Gargaret,apathy,2KDXCctJkNx43Z4b8pE6pS,0.326,0.0953,0,-25.197,1,0.0397,0.814,0.116,0.0382,79.087,189321,3,0.953,50,6/12/20,chill
2612,BADBADNOTGOOD,Talk Memory,Love Proceeding,5F8XPD481L6K2s8h02Vxuo,0.318,0.569,8,-10.453,0,0.0355,0.926,0.0854,0.584,159.803,325829,4,0.077,50,10/8/21,chill
2613,Ted Fresco,My Sunny Day (Kina Remix),My Sunny Day - Kina Remix,17uhetjXsCctreur8sxfqo,0.587,0.342,10,-9.604,1,0.0477,7.84E-06,0.0983,0.345,89.836,116053,4,0.638,50,3/25/22,chill
2614,King Tuff,Smalltown Stardust,How I Love,2XBmrWOsPavSy6YnwbG7f8,0.649,0.521,9,-7.224,0,0.0253,0.000509,0.161,0.649,77.479,288027,4,0.0508,50,1/27/23,chill
2615,Cruza,Seltzer,Seltzer,1AJ71ibFDiinsF2kj4KqRg,0.713,0.402,10,-13.389,0,0.184,0.0641,0.103,0.462,130.029,184615,4,0.254,50,11/11/22,chill
2616,Night Tapes,Selene,Selene,4npKDsY9jICNTZ9k1OCJWv,0.577,0.558,11,-5.142,0,0.0313,0.00822,0.131,0.487,85.961,294640,4,0.104,49,3/17/23,chill
2617,MOSSS,Pale Blue,IDK,6NrwVoFmjeNsEtrgZTMo4T,0.416,0.452,5,-11.233,0,0.0589,0.514,0.257,0.247,73.605,213497,4,0.936,49,10/11/19,chill
2618,thuy,playing tricks,playing tricks,6zaayoVlfFp5YmQArKWkRG,0.67,0.412,4,-8.213,0,0.0779,1.75E-05,0.0678,0.281,130.005,184258,3,0.638,49,8/16/22,chill
2619,Taylor Swift,Midnights,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,0.643,0.363,0,-11.738,1,0.0767,5.17E-05,0.115,0.23,139.865,174783,4,0.69,86,10/21/22,chill
2620,Lewis Capaldi,Wish You The Best,Wish You The Best,3W5KHP0Yr56ejVDns9vci3,0.678,0.48,3,-3.607,1,0.0298,0,0.0954,0.49,107.934,210880,4,0.588,85,4/14/23,chill
2621,Lizzy McAlpine,five seconds flat,ceilings,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9,-11.762,1,0.0292,0.00194,0.215,0.261,148.005,182888,3,0.473,91,4/8/22,chill
2622,Bruno Major,We Were Never Really Friends,We Were Never Really Friends,3oUam1JxcuLVFKaAr5MWnN,0.551,0.249,9,-10.343,1,0.0364,4.63E-05,0.0762,0.15,135.286,204325,4,0.831,32,5/5/23,chill
2623,New West,Those Eyes,Those Eyes,50x1Ic8CaXkYNvjmxe3WXy,0.593,0.352,4,-8.296,1,0.0284,2.22E-05,0.3,0.226,119.988,220750,3,0.695,90,5/10/19,chill
2624,Benson Boone,PULSE,Little Runaway,7F9TZ2RT8rdVyzLFmfagiR,0.546,0.442,0,-6.541,1,0.0286,0,0.122,0.323,89.019,195277,4,0.24,30,5/5/23,chill
2625,Miley Cyrus,Endless Summer Vacation,Island,0lJrPatloYarTbsKciShJu,0.657,0.784,8,-6.374,1,0.0422,0.000671,0.673,0.772,81.975,239573,4,0.336,75,3/10/23,chill
2626,Ed Sheeran,#NAME?,Colourblind,290x9rCh2EWcJ9YKpfiI9z,0.428,0.296,0,-8.731,1,0.0396,3.63E-06,0.0767,0.156,169.744,209319,3,0.85,40,5/5/23,chill
2627,Katelyn Tarver,What Makes A Life Good?,What Makes A Life Good?,4IU62RQTQlHDjU9Uk44p8x,0.669,0.332,9,-12.712,1,0.0396,0.0004,0.107,0.203,97.024,228667,4,0.665,51,4/28/23,chill
2628,David Kushner,Daylight,Daylight,1odExI7RdWc4BT515LTAwj,0.508,0.43,2,-9.475,0,0.0335,0.000441,0.093,0.324,130.09,212954,4,0.83,95,4/14/23,chill
2629,The National,First Two Pages of Frankenstein,The Alcott (feat. Taylor Swift),6INztpNwOTlfSKTuPo0HOP,0.368,0.463,0,-10.595,1,0.0302,0.0017,0.109,0.447,156.008,267773,3,0.811,75,4/28/23,chill
2630,Stephen Sanchez,Until I Found You (Em Beihold Version),Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,0.551,0.55,10,-5.339,1,0.0286,0,0.202,0.342,101.19,176440,3,0.777,93,4/22/22,chill
2631,Julius Black,Wings,Wings,6Tc7zIQK1MYvbAbk9QMabX,0.599,0.204,4,-16.796,1,0.0343,0.0106,0.1,0.179,114.017,206513,3,0.796,6,5/5/23,chill
2632,Zinadelphia,Cosmos,Cosmos,361ZsvPDt9tqgNUPCG3nYl,0.37,0.713,8,-5.075,0,0.172,0.000133,0.285,0.549,76.852,183168,4,0.193,54,4/26/23,chill
2633,Mimi Webb,Amelia,Last Train To London (I Won't Look Back),3KRKN196F3i6G1HnIqd2e5,0.519,0.322,9,-6.923,1,0.0274,0,0.0826,0.276,72.861,232606,4,0.858,59,4/28/23,chill
2634,Bree Runway,Be The One (with Khalid),Be The One (with Khalid),4jMbQ5H6KaSRPRCBuNnW16,0.724,0.617,7,-5.999,1,0.0313,0,0.178,0.114,111.956,200815,4,0.193,75,4/20/23,chill
2635,Emelie Hollow,I Could Lie Here Forever / But Life Gets In The Way,I Could Lie Here Forever,50pIMDAN83q0IzMGtydvst,0.569,0.174,6,-8.705,1,0.032,6.36E-06,0.192,0.244,87.105,165653,4,0.78,19,5/4/23,chill
2636,Ed Sheeran,Eyes Closed (Piano Version),Eyes Closed - Piano Version,1C0Uqh9cRMLPw9WpZzL4Z1,0.602,0.325,2,-7.367,1,0.0424,1.07E-05,0.136,0.437,105.89,194196,4,0.9,69,3/23/23,chill
