,track_uri,artist_uri,genres
817,6P2lntEX32VCDfkmPHrpxU,3CkvROUTQ6nRi9yQOcsB50,progressive rock
817,6P2lntEX32VCDfkmPHrpxU,3CkvROUTQ6nRi9yQOcsB50,rock
817,6P2lntEX32VCDfkmPHrpxU,3CkvROUTQ6nRi9yQOcsB50,soft rock
817,6P2lntEX32VCDfkmPHrpxU,3CkvROUTQ6nRi9yQOcsB50,symphonic rock
818,0I1DJdLt9BKOb7GWmWxCjo,0Ty63ceoRnnJKVEYP0VQpk,permanent wave
818,0I1DJdLt9BKOb7GWmWxCjo,0Ty63ceoRnnJKVEYP0VQpk,soft rock
818,0I1DJdLt9BKOb7GWmWxCjo,0Ty63ceoRnnJKVEYP0VQpk,sophisti-pop
819,2MWOqewf5j0qf2b6S5J6cS,3FUY2gzHeIiaesXtOAdB7A,dance pop
819,2MWOqewf5j0qf2b6S5J6cS,3FUY2gzHeIiaesXtOAdB7A,neo mellow
819,2MWOqewf5j0qf2b6S5J6cS,3FUY2gzHeIiaesXtOAdB7A,pop
819,2MWOqewf5j0qf2b6S5J6cS,3FUY2gzHeIiaesXtOAdB7A,pop rock
820,6AQbmUe0Qwf5PZnt4HmTXv,78rUTD7y6Cy67W1RVzYs7t,
821,66tOfHVH3aUrscg8vExRV4,06HL4z0CvFAxyc27GXpf02,pop
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,classic rock
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,folk
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,folk rock
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,melancholia
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,mellow gold
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,rock
822,0iOZM63lendWRTTeKhZBSC,70cRZdQywnSFp9pnc2WTCE,soft rock
823,6ON9UuIq49xXY9GPmHIYRp,06HL4z0CvFAxyc27GXpf02,pop
824,5hOfdVymxwZdYRD4yFOCmI,3WfJ1OtrWI7RViX9DMyEGy,neon pop punk
824,5hOfdVymxwZdYRD4yFOCmI,3WfJ1OtrWI7RViX9DMyEGy,pop punk
825,1kdWw77ZpYOkhxeuhzU1j6,06HL4z0CvFAxyc27GXpf02,pop
826,1RT6zSjs59gJdFfUshT465,7FBcuc1gsnv6Y1nwFtNRCb,emo
826,1RT6zSjs59gJdFfUshT465,7FBcuc1gsnv6Y1nwFtNRCb,modern rock
826,1RT6zSjs59gJdFfUshT465,7FBcuc1gsnv6Y1nwFtNRCb,pop punk
826,1RT6zSjs59gJdFfUshT465,7FBcuc1gsnv6Y1nwFtNRCb,pov: indie
826,1RT6zSjs59gJdFfUshT465,7FBcuc1gsnv6Y1nwFtNRCb,rock
827,3fvDLsiTHPQNgzuMd3Mpb5,2kreKea2n96dXjcyAU9j5N,disco
827,3fvDLsiTHPQNgzuMd3Mpb5,2kreKea2n96dXjcyAU9j5N,girl group
827,3fvDLsiTHPQNgzuMd3Mpb5,2kreKea2n96dXjcyAU9j5N,hi-nrg
827,3fvDLsiTHPQNgzuMd3Mpb5,2kreKea2n96dXjcyAU9j5N,motown
827,3fvDLsiTHPQNgzuMd3Mpb5,2kreKea2n96dXjcyAU9j5N,new wave pop
827,3fvDLsiTHPQNgzuMd3Mpb5,2kreKea2n96dXjcyAU9j5N,soft rock
828,7jmHyHMEqm9MJWiMAneF05,3plJVWt88EqjvtuB4ZDRV3,rock-and-roll
828,7jmHyHMEqm9MJWiMAneF05,3plJVWt88EqjvtuB4ZDRV3,soul
829,4hupcimlg3UBbW1kAQ6vrT,22bE4uQ6baNwSHPVcDxLCe,album rock
829,4hupcimlg3UBbW1kAQ6vrT,22bE4uQ6baNwSHPVcDxLCe,british invasion
829,4hupcimlg3UBbW1kAQ6vrT,22bE4uQ6baNwSHPVcDxLCe,classic rock
829,4hupcimlg3UBbW1kAQ6vrT,22bE4uQ6baNwSHPVcDxLCe,rock
830,1wVriKkwEG9veA5lhphOZE,3WfJ1OtrWI7RViX9DMyEGy,neon pop punk
830,1wVriKkwEG9veA5lhphOZE,3WfJ1OtrWI7RViX9DMyEGy,pop punk
831,2cOUlop2ZakjOKe4WinesN,1Hsdzj7Dlq2I7tHP7501T4,pop
832,0k6LV1ohcK2hlNPwu1nVw9,3PhoLpVuITZKcymswpck5b,glam rock
832,0k6LV1ohcK2hlNPwu1nVw9,3PhoLpVuITZKcymswpck5b,mellow gold
832,0k6LV1ohcK2hlNPwu1nVw9,3PhoLpVuITZKcymswpck5b,piano rock
832,0k6LV1ohcK2hlNPwu1nVw9,3PhoLpVuITZKcymswpck5b,rock
833,6yhLR2sVn1IfsScVrR4ocr,3ESG6pj6a0LvUKklENalT6,adult standards
833,6yhLR2sVn1IfsScVrR4ocr,3ESG6pj6a0LvUKklENalT6,easy listening
833,6yhLR2sVn1IfsScVrR4ocr,3ESG6pj6a0LvUKklENalT6,lounge
833,6yhLR2sVn1IfsScVrR4ocr,3ESG6pj6a0LvUKklENalT6,vocal jazz
834,4pbG9SUmWIvsROVLF0zF9s,3WrFJ7ztbogyGnTHbHJFl2,beatlesque
834,4pbG9SUmWIvsROVLF0zF9s,3WrFJ7ztbogyGnTHbHJFl2,british invasion
834,4pbG9SUmWIvsROVLF0zF9s,3WrFJ7ztbogyGnTHbHJFl2,classic rock
834,4pbG9SUmWIvsROVLF0zF9s,3WrFJ7ztbogyGnTHbHJFl2,merseybeat
834,4pbG9SUmWIvsROVLF0zF9s,3WrFJ7ztbogyGnTHbHJFl2,psychedelic rock
834,4pbG9SUmWIvsROVLF0zF9s,3WrFJ7ztbogyGnTHbHJFl2,rock
835,6h2YXTAX6QN83w0gOTjDZa,2vKiJjsgjgqIECUyYeIVvO,metalcore
835,6h2YXTAX6QN83w0gOTjDZa,2vKiJjsgjgqIECUyYeIVvO,pop punk
835,6h2YXTAX6QN83w0gOTjDZa,2vKiJjsgjgqIECUyYeIVvO,post-post-hardcore
835,6h2YXTAX6QN83w0gOTjDZa,2vKiJjsgjgqIECUyYeIVvO,trancecore
